userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
1: (595,4.492679595947266)* (364,3.975365161895752) (2081,3.132915735244751) (34,3.0186960697174072) (593,3.0011842250823975) (2096,2.900869846343994) (318,2.861355781555176) (2078,2.8484294414520264) (1198,2.7092251777648926) (2085,2.6550488471984863) (1210,2.6040127277374268) (110,2.5863142013549805) (1907,2.534507989883423)* (2687,2.490060567855835) (2080,2.3576066493988037) (1688,2.356184720993042) (2087,2.3435442447662354) (3751,2.3302435874938965) (1282,2.3300890922546387) (480,2.3270440101623535)
23: (2571,5.51824951171875) (1214,5.401737213134766) (1200,5.244083404541016) (1210,4.266010761260986) (3175,3.4148969650268555) (1374,3.4055917263031006) (3702,3.363248825073242) (1199,3.3494277000427246) (3703,3.3330726623535156) (1270,3.2236218452453613) (2288,3.2066540718078613) (1617,3.1138200759887695) (1748,3.105437994003296)* (1206,3.094994068145752) (924,2.986543893814087) (1653,2.7785582542419434) (1198,2.7285571098327637) (1129,2.697519302368164)* (457,2.605367660522461) (750,2.5743026733398438)*
24: (2716,4.604253768920898)* (1210,4.012661933898926) (1196,3.7401788234710693) (1097,3.689025640487671) (260,3.50689697265625)* (2804,3.462888479232788) (1961,3.4467239379882812) (1394,3.202404737472534)* (1,2.6849608421325684) (356,2.610347270965576) (2174,2.4012553691864014) (3421,2.387869358062744) (39,2.2820563316345215) (2000,2.2487101554870605) (2997,2.1685163974761963) (3114,2.168081521987915) (3543,2.15386962890625) (3101,2.0958657264709473) (17,2.057150363922119) (541,2.0468673706054688)
25: (3175,4.041599273681641) (3793,3.8919081687927246)* (1210,3.8378264904022217)* (2628,3.7797775268554688)* (2571,2.878507375717163) (316,2.6954634189605713) (260,2.5707812309265137)* (3624,2.2631232738494873) (2959,2.1380813121795654) (329,2.136139154434204) (3300,2.11124849319458) (1527,2.085423469543457) (2393,2.0685927867889404) (3114,2.0458192825317383)* (2762,2.013338088989258) (589,1.9199504852294922) (110,1.899687647819519) (1584,1.8652100563049316) (3082,1.8487775325775146) (3615,1.8385460376739502)
26: (11,4.114751815795898) (2671,4.086719512939453) (1569,3.963764190673828) (539,3.9220590591430664) (1721,3.81380558013916) (2724,3.6362738609313965) (2424,3.5831589698791504) (339,3.4886767864227295) (587,3.1621012687683105) (2145,2.9824936389923096) (1888,2.85367488861084) (440,2.843012571334839) (1835,2.7857534885406494) (1088,2.701888084411621) (1777,2.657027006149292) (2248,2.6525766849517822) (2881,2.6502983570098877) (266,2.6102285385131836) (2581,2.591139316558838) (3259,2.586219310760498)
27: (912,4.748353958129883)* (904,4.29290771484375) (750,3.8413076400756836) (1221,3.507340669631958) (903,3.3903377056121826) (1284,3.2023239135742188) (1212,3.1627635955810547) (111,3.158470869064331) (1230,3.0275070667266846) (2019,2.9599194526672363) (1219,2.911324977874756) (1247,2.7711870670318604) (1256,2.727526903152466) (919,2.659146547317505) (1193,2.6512746810913086) (1196,2.474090814590454) (969,2.463076591491699) (608,2.4395227432250977) (3095,2.4086930751800537) (899,2.3868908882141113)
28: (1197,3.964158773422241)* (593,3.6780707836151123) (858,3.0249502658843994) (920,2.567410469055176) (2804,2.5467162132263184) (1193,2.5395138263702393) (296,2.5180039405822754) (908,2.5029287338256836) (903,2.48372483253479) (899,2.4780068397521973) (1296,2.4173479080200195) (1617,2.4115231037139893) (1259,2.407813787460327) (1,2.3450989723205566) (1307,2.3372392654418945) (2028,2.3266406059265137) (969,2.3111956119537354) (1136,2.3043270111083984)* (2571,2.2834384441375732) (1148,2.2680654525756836)
29: (2947,4.617665767669678) (1214,4.229089260101318)* (1200,4.220300197601318) (1210,4.038094997406006) (3654,3.997055768966675) (858,3.8553082942962646)* (1201,3.715381383895874) (1291,3.6624655723571777) (110,3.652169704437256)* (2948,3.52815842628479) (1610,3.5242393016815186) (3702,3.427241563796997)* (2949,3.413662910461426)* (457,3.3737921714782715) (2000,3.271134376525879) (1954,3.2242157459259033)* (2028,3.1966772079467773) (1221,3.1425321102142334) (1374,3.1248557567596436) (969,3.117234706878662)
30: (3897,3.979607105255127) (608,3.9039316177368164) (50,3.854234218597412)* (2707,3.6959004402160645) (3915,3.6575300693511963) (296,3.5244781970977783) (3910,3.503448247909546) (2997,3.4211981296539307)* (2324,3.417952537536621) (3911,3.3876938819885254) (3538,3.2960970401763916) (213,3.1959335803985596) (3408,3.10211443901062) (2712,3.091886281967163) (1193,3.066390037536621) (2692,2.953235387802124) (265,2.899714231491089) (3893,2.8332273960113525) (3948,2.775236129760742) (3952,2.6761393547058105)
31: (1278,4.141629695892334) (951,3.9774043560028076)* (1294,3.793217897415161) (2791,3.704392433166504) (3421,3.3494999408721924) (1136,3.2613019943237305) (1079,3.2083616256713867) (2797,3.103616952896118) (1256,3.0024726390838623) (3039,2.8972742557525635)* (3361,2.8418610095977783) (1220,2.8183441162109375) (3552,2.5768518447875977) (916,2.4779903888702393) (2396,2.429619789123535) (911,2.400662899017334) (1080,2.3942372798919678) (921,2.3939366340637207) (2406,2.359344244003296) (1394,2.3154804706573486)
32: (2997,2.9846010208129883) (1197,2.7530517578125) (3481,2.683021068572998) (110,2.516064167022705) (3578,2.4487197399139404) (1617,2.414767026901245) (593,2.3976712226867676)* (2692,2.2648963928222656) (3624,2.2011117935180664) (318,2.1935977935791016) (527,2.161268472671509) (2396,2.151527166366577) (50,2.132786273956299) (1249,2.088562250137329) (296,2.079632520675659) (1148,1.9792852401733398) (2571,1.955259084701538) (3897,1.943968653678894) (3160,1.9210094213485718) (3793,1.9106953144073486)
33: (457,4.755262851715088) (2664,4.313863754272461)* (318,4.2036871910095215)* (858,4.1411261558532715)* (1036,4.075679302215576) (1200,3.6210992336273193)* (1954,3.5657107830047607) (1617,3.5266668796539307) (904,3.3363587856292725)* (1610,3.2848541736602783)* (2654,3.2447524070739746) (1333,3.1890692710876465)* (296,3.156421422958374) (1278,3.0189778804779053) (2366,3.0112242698669434) (2454,2.9898364543914795) (527,2.95629620552063) (2028,2.953033447265625) (2871,2.952083110809326)* (1350,2.9054083824157715)
34: (1265,4.0461225509643555) (2671,3.4047539234161377)* (1777,3.3351516723632812) (2716,3.2060399055480957)* (2145,3.1188340187072754)* (440,3.0996577739715576) (2797,3.0331506729125977) (1569,2.984123945236206) (3512,2.849773406982422) (2724,2.78590989112854) (1257,2.773488998413086) (1394,2.733356237411499) (2125,2.642193555831909) (1680,2.558713436126709)* (1060,2.5236423015594482) (318,2.4644834995269775)* (3114,2.450587034225464) (3210,2.442089557647705) (357,2.3731493949890137) (2706,2.3687427043914795)
35: (912,4.191694259643555)* (899,3.685589551925659)* (908,3.5457212924957275)* (1244,3.1422953605651855) (2019,3.0842061042785645)* (898,2.953901767730713) (111,2.80085825920105) (1256,2.769888162612915) (916,2.7582271099090576) (750,2.7521867752075195) (1947,2.537468194961548) (1296,2.501176118850708) (1304,2.4700965881347656) (1235,2.470083475112915) (3742,2.407158613204956) (28,2.3869035243988037)* (914,2.36808705329895) (1294,2.284895181655884)* (951,2.199152708053589) (923,2.1553001403808594)
36: (2028,4.185935020446777)* (2000,3.6864397525787354)* (3578,3.606518030166626)* (1270,3.283831834793091)* (480,3.2676842212677)* (1265,3.2053885459899902)* (1370,2.669663190841675)* (2985,2.6628072261810303)* (1954,2.643700122833252)* (1242,2.5953779220581055) (440,2.5362327098846436) (3555,2.5191872119903564) (2353,2.5067222118377686)* (2770,2.457265615463257) (1220,2.38529372215271) (3203,2.297731637954712) (780,2.2797534465789795)* (1127,2.246670722961426)* (2694,2.2455379962921143) (2881,2.1893692016601562)
37: (539,3.1624555587768555) (1721,2.981330633163452) (1265,2.8399152755737305) (339,2.638915777206421) (2248,2.625243902206421) (914,2.6169161796569824) (11,2.584150791168213) (7,2.5709757804870605) (39,2.5601847171783447) (2424,2.521970510482788) (2125,2.4635088443756104) (1393,2.451087236404419) (440,2.3992559909820557) (2081,2.392071485519409)* (2724,2.3902947902679443) (1569,2.308511734008789)* (1680,2.259006977081299) (838,2.251140594482422) (2080,2.2081658840179443)* (2581,2.179320812225342)
38: (597,4.527307987213135) (2424,3.550384759902954) (356,3.546332836151123)* (1265,3.169232130050659) (2724,2.843202829360962) (7,2.786621570587158) (2125,2.78550124168396) (11,2.652987480163574) (440,2.634896755218506) (497,2.535813093185425) (1680,2.3292086124420166) (1784,2.2955708503723145) (1888,2.196652412414551) (2081,2.190338611602783) (3114,2.1610491275787354) (2572,2.1507229804992676)* (222,2.1459577083587646) (2324,2.132434606552124)* (1923,2.09590482711792) (2248,2.082879066467285)
39: (2683,5.302411079406738) (2706,5.204875469207764) (2762,4.514739513397217) (2396,4.029735088348389)* (3578,3.8027572631835938)* (2694,3.6686785221099854) (785,3.5357437133789062) (2355,3.521437883377075)* (2716,3.417719841003418)* (2987,3.2471764087677) (3793,3.074659585952759)* (2336,2.848921298980713) (3174,2.7826433181762695) (2908,2.6233603954315186) (2707,2.6213674545288086) (2541,2.557234764099121) (2710,2.436533212661743) (2490,2.392591953277588) (2976,2.368880033493042) (1093,2.338545560836792)
40: (260,4.695929527282715) (1210,4.460379600524902) (110,4.042016983032227) (2028,3.8073222637176514) (3654,3.7069549560546875) (1287,3.560879945755005)* (1408,3.477443218231201) (2662,3.3383445739746094)* (1250,3.308133363723755) (590,3.3033523559570312) (3366,3.300520420074463) (1019,3.2236475944519043) (1356,3.048470973968506) (1233,3.0452253818511963) (3066,3.0113837718963623) (1253,3.0017917156219482) (2366,2.918625593185425) (527,2.900090217590332) (2628,2.856947660446167) (3753,2.810516834259033)
41: (3081,2.9952924251556396) (2572,2.097724199295044) (2396,1.9852557182312012) (3578,1.8841966390609741) (2571,1.781721591949463) (110,1.6805371046066284) (2125,1.678537368774414) (2028,1.5811725854873657) (3273,1.5405023097991943) (2987,1.533659815788269) (2683,1.5115957260131836) (17,1.5024597644805908) (1407,1.4907642602920532) (2005,1.476647138595581) (3175,1.4730241298675537) (2959,1.4524555206298828) (3753,1.4505136013031006) (920,1.443156361579895) (364,1.427189588546753) (2995,1.4239742755889893)
42: (1210,5.5921478271484375)* (2916,5.016797065734863) (2571,4.404911041259766) (780,4.36890983581543) (3699,3.938027858734131) (2000,3.834317922592163) (1580,3.8085803985595703) (2528,3.5639114379882812) (1527,3.476191520690918) (2393,3.3826723098754883)* (2288,3.178602695465088)* (1676,3.0268757343292236) (2968,2.913489580154419) (2527,2.9079043865203857)* (1653,2.866729259490967) (2009,2.865896463394165) (2001,2.859171152114868) (3033,2.629180431365967)* (1909,2.6142640113830566) (3704,2.610257625579834)
43: (2683,3.721485137939453) (3408,3.202775716781616) (2355,2.9846086502075195) (2694,2.950483798980713) (2881,2.8151206970214844) (3005,2.525484323501587) (2716,2.2982888221740723) (223,2.2603442668914795) (2688,2.2586936950683594) (3578,2.256664991378784) (3176,2.1817684173583984) (2724,2.1353342533111572) (2572,2.03428316116333) (2763,2.0045087337493896) (2541,1.9723957777023315) (2770,1.9684358835220337) (2433,1.9648164510726929) (2908,1.8888278007507324) (3203,1.7692887783050537) (2336,1.7429505586624146)
44: (1196,4.968810558319092)* (1291,3.7041215896606445)* (2628,3.607919216156006)* (2161,3.5517489910125732) (2005,3.2886722087860107) (1580,3.117648124694824) (1259,2.9986379146575928) (2081,2.910872220993042) (588,2.903926372528076) (3114,2.8921773433685303) (3479,2.8465735912323) (653,2.6600053310394287) (2804,2.599574327468872) (2355,2.589031934738159) (2797,2.536445379257202)* (2657,2.534789562225342) (110,2.476752758026123) (3175,2.435344696044922) (541,2.4277594089508057) (2143,2.4229230880737305)
45: (597,4.533176422119141) (539,4.350940227508545) (2424,4.301334381103516) (339,4.246770858764648)* (2724,4.1826395988464355) (838,4.142117023468018) (915,4.134832859039307)* (2396,3.887369155883789) (1307,3.8656091690063477) (7,3.810478687286377) (916,3.6990301609039307)* (1230,3.6316471099853516) (1569,3.590475559234619) (898,3.484560966491699) (1269,3.448883056640625) (1077,3.2850849628448486) (1353,3.217050075531006) (222,3.205798387527466) (2581,3.106146812438965) (1197,3.096397638320923)
46: (1993,16.346834182739258) (1991,15.206207275390625) (2315,14.993087768554688) (1976,14.668272018432617)* (1992,13.889384269714355) (330,12.879599571228027) (3942,12.587424278259277) (1969,12.023576736450195)* (1986,11.695602416992188)* (1342,11.551946640014648) (2995,10.862332344055176) (3941,10.561542510986328) (3662,10.385316848754883) (3940,10.368735313415527) (2122,10.344388008117676) (2513,10.211905479431152) (1990,10.04896354675293) (1996,9.943747520446777) (2606,9.784568786621094) (2279,9.48629379272461)
47: (593,3.666226625442505) (296,3.269744634628296) (608,2.9601733684539795) (2858,2.810520887374878) (2028,2.7886171340942383) (1225,2.5646896362304688) (912,2.380324602127075) (1704,2.3253612518310547) (1207,2.1799745559692383) (2324,2.1543002128601074) (919,2.0030744075775146) (265,1.9842889308929443) (50,1.9309349060058594) (111,1.9247137308120728) (260,1.8976637125015259) (3006,1.8281652927398682) (1196,1.7691806554794312) (920,1.694303035736084) (923,1.629974603652954) (1198,1.6236976385116577)
48: (2028,4.703398704528809)* (527,4.128072261810303)* (2628,3.7734198570251465)* (1291,3.528136730194092)* (1610,3.493588447570801)* (318,3.2650794982910156)* (595,3.1522226333618164) (1097,3.1175615787506104)* (1197,2.952857494354248) (588,2.911268949508667) (912,2.783799409866333)* (1356,2.739093542098999) (733,2.4326114654541016) (750,2.341978073120117) (858,2.305797815322876)* (1214,2.276412010192871) (1374,2.2598769664764404) (2081,2.144296646118164) (1022,2.1415767669677734) (2916,2.1341607570648193)
49: (2571,4.824081897735596) (1240,3.880368947982788) (110,3.691682815551758) (2761,3.646881103515625)* (1198,3.409289836883545) (1214,3.338372230529785) (1610,3.240267038345337) (260,3.191901206970215) (2916,3.187582015991211)* (1036,3.0825748443603516)* (593,2.9341280460357666) (1233,2.9133386611938477) (595,2.7196044921875)* (2687,2.5662829875946045) (1148,2.5451862812042236) (745,2.497199058532715) (32,2.4749250411987305) (480,2.4462811946868896)* (1221,2.4366090297698975) (3702,2.3029119968414307)
50: (3753,4.977632522583008) (3555,3.5252091884613037) (3624,3.5186243057250977) (3409,3.3605153560638428) (3173,3.3094496726989746) (3484,3.227362632751465) (3513,3.1905925273895264) (3578,2.9951133728027344) (3481,2.9691195487976074) (3408,2.9463863372802734) (1259,2.87095308303833) (3510,2.739103078842163) (3534,2.716236114501953) (3512,2.5736403465270996) (3623,2.4555962085723877) (3354,2.296765089035034) (3717,2.287179708480835) (3301,2.262896776199341) (110,2.2551429271698) (1249,2.250988245010376)
51: (3753,5.760408401489258) (2858,4.406998157501221) (3751,4.136904239654541) (3578,4.031856060028076) (2572,4.015904903411865) (3408,3.882793664932251) (3510,3.6839027404785156) (3785,3.4671053886413574)* (2694,3.3186752796173096) (3481,3.2326760292053223) (2706,3.2077176570892334) (3948,3.108328104019165) (3624,3.0343544483184814) (3916,2.9604790210723877) (3160,2.9053919315338135) (3536,2.782247543334961) (3911,2.7813544273376465) (3555,2.7505099773406982) (3752,2.726513385772705) (3882,2.638453245162964)
52: (2028,3.788038969039917)* (1370,3.392106056213379) (2571,3.195070743560791) (1917,3.0195059776306152) (165,2.8914875984191895)* (2353,2.868762969970703)* (3256,2.8336000442504883) (1608,2.7582719326019287)* (480,2.638673782348633) (2058,2.525355815887451) (377,2.478207588195801) (1918,2.4421579837799072) (1036,2.3743793964385986) (145,2.362961769104004) (1049,2.3484909534454346) (3527,2.254378318786621) (292,2.231095790863037) (1527,2.222708225250244) (10,2.1484742164611816) (648,2.0773298740386963)
53: (110,6.582124710083008) (32,4.590909004211426)* (480,4.048972129821777)* (1968,3.9362287521362305)* (1909,3.8011136054992676) (1258,3.7518796920776367)* (555,3.5187087059020996) (2692,3.5123374462127686)* (1584,3.467761754989624)* (293,3.446336507797241)* (266,3.3383524417877197) (1183,3.308095932006836) (1197,3.3071515560150146) (3476,3.19024920463562)* (296,3.1684205532073975)* (3044,3.128939151763916)* (3203,2.776735305786133) (151,2.7686045169830322) (2020,2.7407217025756836) (527,2.6768298149108887)
54: (1294,4.855611324310303) (3671,4.043721675872803)* (1256,3.405592441558838) (910,3.1909847259521484) (2791,3.1443161964416504)* (1276,3.0247302055358887)* (2804,2.9391708374023438) (1394,2.743460178375244)* (1080,2.720672130584717) (969,2.702505350112915) (2788,2.69311261177063)* (3361,2.688150644302368) (2863,2.6745645999908447) (3504,2.6491363048553467)* (1077,2.618941068649292) (1307,2.5793254375457764) (1270,2.5770339965820312) (955,2.5470399856567383) (1197,2.5138559341430664) (1288,2.431147575378418)
55: (2858,4.132433891296387) (2028,3.943850517272949) (527,3.3060848712921143)* (2571,3.0416290760040283) (296,2.8408663272857666) (480,2.771139621734619) (1721,2.7619993686676025) (1704,2.7005629539489746)* (260,2.63452410697937) (1213,2.6236255168914795) (608,2.5764055252075195) (1,2.5393056869506836) (3147,2.495570421218872) (3114,2.452674627304077)* (1097,2.424234390258789) (858,2.3581225872039795) (50,2.220493793487549) (34,2.174593925476074) (1210,2.1446993350982666) (1193,2.113429069519043)
