userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
1: (364,5.121753215789795) (595,4.915716171264648)* (2081,4.266888618469238) (34,4.101883888244629) (318,4.005488395690918) (593,3.49707293510437) (1907,3.4370362758636475)* (3751,3.42671537399292) (356,3.4028353691101074) (2080,3.31335711479187) (2096,3.3085572719573975) (2396,3.283932685852051) (920,3.244340419769287) (2762,3.24399471282959)* (1282,3.220349073410034) (1704,3.215723991394043) (2687,3.208465099334717) (1947,3.1559269428253174) (1225,3.121907949447632) (2087,3.1209986209869385)
23: (2571,6.359156131744385) (1214,6.168081283569336) (1200,5.6597161293029785) (1210,5.279049873352051) (1374,5.21058988571167) (3175,5.048923492431641) (1270,4.746728897094727) (3703,4.661954879760742) (924,4.541481018066406) (1199,4.485714435577393) (1198,4.44439172744751) (1617,4.328557968139648) (1197,4.237079620361328) (1206,4.233654022216797) (2529,4.229022979736328) (1748,4.227651596069336)* (2762,4.202954292297363)* (3702,4.049298286437988) (2288,4.0202202796936035) (2700,3.961772918701172)
24: (1097,4.718592166900635) (1196,4.476047515869141) (356,4.394106864929199) (1210,4.3083319664001465) (2716,4.149886608123779)* (39,3.969768524169922) (260,3.9222640991210938)* (1394,3.8728067874908447)* (2174,3.8319251537323) (2804,3.8304131031036377) (1,3.6562626361846924) (1961,3.6338963508605957) (2000,3.5601766109466553) (3421,3.538590669631958) (539,3.5170907974243164) (3448,3.5066566467285156)* (1663,3.502883195877075)* (1641,3.4468331336975098) (357,3.4225351810455322) (34,3.420222520828247)
25: (3793,4.710709095001221)* (2571,4.4804792404174805) (3175,4.298543453216553) (1210,4.234477996826172)* (2628,4.019454002380371)* (1127,3.734440565109253) (316,3.6782586574554443) (260,3.656371593475342)* (2916,3.5393877029418945) (589,3.506936550140381) (1527,3.4718055725097656) (2762,3.3599295616149902) (110,3.249701499938965) (2355,3.03425669670105) (329,2.9887964725494385) (733,2.973752975463867) (1270,2.9398155212402344)* (2706,2.910979986190796) (1584,2.8688743114471436) (1573,2.7942440509796143)*
26: (539,3.885251760482788) (587,3.4932937622070312) (1721,3.4627931118011475) (11,3.2351577281951904) (2671,3.2042407989501953) (2424,3.114811420440674) (1784,3.0967206954956055)* (1777,3.057429075241089) (1569,3.0539658069610596) (339,2.9654176235198975) (440,2.8112010955810547) (2145,2.788470983505249) (2302,2.722223997116089) (3255,2.5931332111358643) (2000,2.5921313762664795) (3591,2.5829360485076904) (2406,2.445633888244629) (1246,2.4415080547332764) (3147,2.421949863433838) (1088,2.411208152770996)
27: (904,5.530295372009277) (912,5.134064674377441)* (750,5.004968166351318) (903,4.804815292358398) (1284,4.745704174041748) (1193,4.5788893699646) (1230,4.5728936195373535) (1212,4.525440216064453) (1247,4.321421146392822) (924,4.162286758422852) (1219,4.012012481689453) (919,3.988323450088501) (942,3.9052889347076416) (1225,3.84981369972229) (1945,3.8300299644470215) (608,3.6720314025878906) (111,3.658961057662964) (1952,3.588587760925293) (2019,3.558067798614502) (969,3.524526834487915)
28: (1197,4.464868545532227)* (593,4.021804332733154) (2997,3.989910125732422)* (858,3.892737865447998) (899,3.859992742538452) (920,3.7985165119171143) (1136,3.6772894859313965)* (750,3.6727466583251953) (903,3.669872999191284) (1617,3.5247044563293457) (2324,3.4859726428985596) (1207,3.4546263217926025) (1097,3.4543752670288086) (908,3.4518046379089355) (296,3.3822333812713623) (111,3.375145435333252) (1259,3.372196674346924) (17,3.351907968521118) (1240,3.3256449699401855) (1219,3.26208758354187)
29: (1200,4.855669021606445) (1210,4.815584182739258) (1291,4.603699684143066) (1214,4.565865516662598)* (1201,4.392636775970459) (2947,4.132471084594727) (3654,3.9870314598083496) (2000,3.9292361736297607) (1954,3.7865376472473145)* (1610,3.7742373943328857) (858,3.767841100692749)* (1275,3.7015621662139893) (969,3.6625494956970215) (1374,3.6483936309814453) (3702,3.640639066696167)* (2951,3.5562150478363037) (2194,3.5554821491241455) (2948,3.5171687602996826) (2115,3.489942789077759)* (1221,3.4834115505218506)
30: (608,3.3530726432800293) (2997,3.2001378536224365)* (296,3.0755457878112793) (3578,3.032768726348877) (50,2.9708967208862305)* (3897,2.804795026779175) (3408,2.7049994468688965) (2762,2.6627607345581055)* (110,2.644228935241699) (1358,2.5662426948547363) (2692,2.5602245330810547) (2396,2.5110504627227783) (3006,2.5102953910827637) (3176,2.4388511180877686) (3160,2.435220956802368) (2908,2.4348576068878174) (1704,2.4170315265655518) (1213,2.3260042667388916) (3148,2.2851204872131348) (3083,2.26589298248291)
31: (1278,4.370217800140381) (2791,4.317656993865967) (2797,4.316755771636963) (1294,4.238796710968018) (1079,4.059726238250732) (1220,3.8509576320648193) (1136,3.774822950363159) (1028,3.744828462600708) (3421,3.7327511310577393) (2406,3.4488942623138428) (1080,3.434859275817871) (951,3.418940305709839)* (3361,3.3346457481384277) (3552,3.3287177085876465) (1394,3.2990996837615967) (1256,3.2834062576293945) (2804,3.1981618404388428) (2788,3.151508092880249) (3039,3.1008870601654053)* (2100,3.064317226409912)
32: (296,4.0524773597717285) (2997,3.661081314086914) (593,3.635124444961548)* (527,3.4651269912719727) (2571,3.316568613052368) (2396,3.2896430492401123) (318,3.1613967418670654) (50,3.131411552429199) (1617,3.10587739944458) (3897,2.8719401359558105) (2291,2.846733331680298) (2762,2.8081510066986084)* (260,2.7657716274261475) (2692,2.763336181640625) (3578,2.664280414581299) (1193,2.6510086059570312) (3481,2.6123807430267334) (1197,2.602980613708496) (110,2.597172498703003) (1213,2.5725884437561035)
33: (858,4.88217306137085)* (1200,4.649574279785156)* (1036,4.258690357208252) (904,4.214576721191406)* (1954,3.9772417545318604) (1333,3.9402406215667725)* (750,3.913743257522583) (1278,3.913529872894287) (1196,3.9094884395599365)* (2871,3.9069621562957764)* (2664,3.8724029064178467)* (1250,3.8054192066192627) (1090,3.7814416885375977) (1252,3.6133527755737305) (318,3.6071839332580566)* (1610,3.592733860015869)* (1617,3.538787603378296) (1321,3.5249223709106445) (2028,3.5218982696533203) (1267,3.4884345531463623)
34: (1265,5.099454402923584) (2797,4.487281322479248) (2716,4.386190414428711)* (440,4.272894382476807) (1777,4.0721330642700195) (357,4.0534491539001465) (3526,3.8130955696105957) (2671,3.775421142578125)* (1569,3.6616017818450928) (3210,3.635561227798462) (3552,3.6061158180236816) (2321,3.5444655418395996) (1394,3.5158190727233887) (588,3.4990899562835693) (3255,3.4820878505706787) (1517,3.470973491668701) (3253,3.3993260860443115) (2174,3.384338140487671)* (1961,3.2765870094299316) (2355,3.224613666534424)
35: (912,4.416653633117676)* (898,3.632443904876709) (899,3.5154263973236084)* (908,3.47568941116333)* (913,3.380002021789551) (920,3.2647459506988525) (1244,3.254427909851074) (1304,3.200450897216797) (1234,3.185965061187744) (1947,3.1507582664489746) (1204,3.1346166133880615) (923,3.058974504470825) (926,3.0115468502044678) (2019,3.009185552597046)* (951,2.999614953994751) (1256,2.8449437618255615) (858,2.816136360168457) (903,2.8029212951660156) (914,2.797478675842285) (1294,2.740565776824951)*
36: (1270,5.060578346252441)* (2396,4.884251594543457) (2028,4.7825212478637695)* (2000,4.655825138092041)* (2997,4.36127233505249) (3578,4.231934547424316)* (1784,4.223625183105469) (1265,4.097245216369629)* (50,3.9545202255249023) (1304,3.9351062774658203) (1127,3.9325854778289795)* (480,3.881896734237671)* (223,3.8581488132476807)* (296,3.80202317237854)* (1500,3.776601791381836) (1220,3.657158374786377) (2700,3.6183724403381348)* (318,3.6003851890563965) (780,3.529472827911377)* (1079,3.5009031295776367)*
37: (539,4.85530948638916) (39,4.0526909828186035) (1265,3.930649995803833) (1,3.886141538619995) (1569,3.656550645828247)* (1721,3.640355348587036) (2424,3.5781936645507812) (11,3.527843713760376) (339,3.5044987201690674) (914,3.469360589981079) (2081,3.4531729221343994)* (838,3.3962152004241943) (440,3.3852856159210205) (17,3.183152437210083) (1777,3.180673837661743) (919,3.17702317237854) (1393,3.175417423248291) (1028,3.118957757949829) (2080,3.061779499053955)* (588,2.94649338722229)
38: (597,6.193897724151611) (356,4.757671356201172)* (11,4.574227333068848) (2424,4.498373508453369) (1784,4.3044328689575195) (1265,4.300308704376221) (2081,4.136658191680908) (34,3.927608013153076) (3255,3.8994557857513428) (440,3.8451266288757324) (265,3.5995428562164307) (1641,3.4809882640838623) (497,3.480626344680786) (2125,3.4632320404052734) (1680,3.428495168685913) (595,3.35798716545105) (500,3.321394205093384)* (7,3.280611038208008) (914,3.2767224311828613) (2324,3.264596700668335)*
39: (2762,6.592098712921143) (2706,6.556743621826172) (2683,5.827195644378662) (2355,5.13443660736084)* (3578,5.033807277679443)* (2396,4.7556328773498535)* (2716,4.731071949005127)* (3793,4.678744792938232)* (3174,4.408858776092529) (785,4.4009928703308105) (2694,4.392724990844727) (2908,4.313204288482666) (3176,4.289970397949219) (3081,4.226354122161865) (2712,4.213582515716553) (3408,4.171600818634033) (2987,4.117012023925781) (2336,4.067623615264893) (3052,4.0632805824279785) (2541,4.036477565765381)
40: (260,4.4401445388793945) (1210,4.06022310256958) (3654,3.871112585067749) (1287,3.808401107788086)* (1201,3.205716609954834) (2628,3.188457489013672) (1019,3.028012275695801) (1374,3.019219160079956) (1304,2.9609129428863525) (590,2.96022629737854) (2662,2.9474895000457764)* (940,2.9269914627075195) (1408,2.9130444526672363) (750,2.9090404510498047)* (110,2.8965437412261963) (1250,2.8948209285736084) (1610,2.894221544265747) (1240,2.847797393798828) (1200,2.843125343322754) (2947,2.8412153720855713)
41: (2396,2.738795518875122) (3081,2.538071632385254) (3408,2.475864887237549) (2355,2.282341241836548) (480,2.2446601390838623) (595,2.2348170280456543) (527,2.210603952407837) (3147,2.1305484771728516) (2028,2.1232903003692627) (3578,2.0884270668029785) (3176,2.057962656021118) (1196,2.045919418334961)* (2571,2.0389723777770996) (3114,1.9900139570236206) (110,1.9639208316802979) (1097,1.9468185901641846) (920,1.9461424350738525) (318,1.9432648420333862) (2763,1.9222679138183594) (3753,1.9031264781951904)
42: (1210,7.800604820251465)* (2916,6.210866928100586) (2571,5.930915832519531) (1580,5.839679718017578) (1527,5.55171012878418) (780,5.4969964027404785) (2000,5.1681647300720215) (1220,4.882197380065918) (2968,4.824298858642578) (592,4.796286106109619) (2115,4.388577461242676) (1676,4.291998386383057) (2528,4.179696559906006) (3699,4.093451023101807) (1544,4.043549537658691) (924,4.042568683624268)* (2288,3.919938802719116)* (2872,3.9049875736236572) (3033,3.8804337978363037)* (32,3.874474048614502)
43: (2683,5.594275951385498) (2355,5.185391426086426) (3408,5.068196773529053) (2716,4.441762447357178) (2694,4.439371585845947) (223,4.39523983001709) (2959,4.15854549407959) (2987,4.113966941833496) (3578,3.9278204441070557) (2881,3.7563223838806152) (2572,3.7438981533050537) (2770,3.7160277366638184) (2336,3.648136615753174) (2502,3.6220617294311523) (3176,3.5816802978515625) (2763,3.4693446159362793) (2541,3.4689128398895264) (3005,3.4503397941589355) (3175,3.4481751918792725) (2395,3.3798835277557373)
44: (1196,5.884093284606934)* (588,4.3211259841918945) (1291,4.319742202758789)* (3114,4.206108570098877) (595,3.92116379737854) (3175,3.842500686645508) (1200,3.805166006088257) (110,3.8048489093780518) (1214,3.7467713356018066) (1259,3.7463512420654297) (1376,3.6968417167663574) (1580,3.64062237739563) (2081,3.6297104358673096) (2657,3.5418221950531006) (2628,3.5289578437805176)* (364,3.5039427280426025) (592,3.4507782459259033) (2355,3.4500205516815186) (541,3.449493408203125) (2797,3.424532890319824)*
45: (539,4.648908615112305) (597,4.147925853729248) (2424,3.604050636291504) (1307,3.582866907119751) (3072,3.2468574047088623) (2396,3.241475820541382) (838,3.2397050857543945) (915,3.1886627674102783)* (339,3.1867446899414062)* (1569,3.1854875087738037) (1088,3.0692527294158936) (898,3.0477826595306396) (916,3.0420143604278564)* (933,2.961925745010376) (2243,2.9241652488708496) (2081,2.8596372604370117) (587,2.8410019874572754)* (1380,2.768698215484619) (2724,2.7581307888031006) (1188,2.7403056621551514)*
46: (1993,7.338445663452148) (1992,6.872675895690918) (3662,6.757909297943115) (2740,6.549375057220459) (2513,6.4765238761901855) (1991,6.458052158355713) (2315,6.303869724273682) (2995,6.289610385894775) (2461,6.184481620788574) (2514,6.137057304382324) (1986,6.058909893035889)* (3839,5.973625659942627) (3838,5.909392833709717) (2459,5.88974666595459) (397,5.7984619140625) (1996,5.765576362609863) (3017,5.763645648956299) (3572,5.732241153717041) (3351,5.726709842681885) (1976,5.721132755279541)*
47: (593,5.574726581573486) (608,5.1384429931640625) (296,5.108255863189697) (2028,4.470248222351074) (1704,4.3638410568237305) (1225,4.3487372398376465) (1207,4.286376476287842) (2858,4.123116970062256) (50,3.938473701477051) (111,3.8750903606414795) (1358,3.8458011150360107) (2324,3.6884050369262695) (923,3.5865912437438965) (912,3.582658529281616) (1094,3.506986141204834) (1617,3.4050838947296143) (1299,3.3547964096069336) (919,3.3354368209838867) (1952,3.3131825923919678) (3006,3.2448413372039795)
48: (527,5.255368232727051)* (2028,5.211230754852295)* (1197,5.081024646759033) (1097,4.872923374176025)* (858,4.743232250213623)* (912,4.68554162979126)* (1214,4.681774139404297) (318,4.476325511932373)* (2628,4.439079284667969)* (588,4.315110683441162) (2916,4.109951972961426) (1291,4.077950954437256)* (1200,4.066568851470947) (595,3.9662492275238037) (2987,3.9507081508636475) (1610,3.934211492538452)* (3793,3.9003875255584717) (590,3.887702226638794) (1136,3.883523464202881) (1356,3.8717682361602783)
49: (2571,4.5699238777160645) (480,4.206051826477051)* (260,4.039697647094727) (1240,3.8792405128479004) (110,3.819037675857544) (1198,3.6559176445007324) (1573,3.543272018432617) (1527,3.398691177368164) (1214,3.35078501701355) (2916,3.343026638031006)* (1610,3.257657051086426) (1580,3.2144618034362793) (1036,3.20516037940979)* (3527,3.1466641426086426) (541,3.131904363632202) (1221,3.0683863162994385) (3578,2.9700379371643066) (1387,2.8043212890625) (1233,2.7746028900146484) (2628,2.720543384552002)
50: (3753,3.2420849800109863) (3408,2.7467904090881348) (3798,2.3754217624664307) (3578,2.3290903568267822) (3512,2.0511069297790527) (3409,2.026729106903076) (3534,1.9399714469909668) (3160,1.8765056133270264) (3510,1.838423252105713) (3173,1.778429388999939) (3555,1.772973656654358) (3148,1.7566778659820557) (1035,1.7385486364364624) (3897,1.7236379384994507) (3755,1.6035507917404175) (3513,1.5842548608779907) (3916,1.564375400543213) (3594,1.5503168106079102) (3785,1.5393630266189575) (2908,1.5374095439910889)
51: (2858,4.516489505767822) (3751,4.12346887588501) (2355,3.809919834136963) (3481,3.7895753383636475) (3408,3.704859972000122) (3948,3.587864398956299) (2706,3.5078728199005127) (2997,3.4814491271972656) (3753,3.3383095264434814) (3578,3.288952589035034) (2762,3.2040584087371826) (3510,3.0216212272644043) (3624,2.988602876663208) (2700,2.9122018814086914) (2694,2.89788556098938) (3160,2.858940839767456) (3911,2.7904863357543945) (3555,2.758410930633545) (2572,2.6663732528686523) (356,2.626096248626709)
52: (2353,4.45059061050415)* (1370,4.319052219390869) (3256,4.244475841522217) (2571,4.0875444412231445) (2028,4.06683874130249)* (480,4.0316162109375) (2058,3.996990203857422) (1917,3.7080774307250977) (165,3.6777000427246094)* (648,3.543313980102539) (3753,3.4631361961364746) (377,3.4245083332061768) (1608,3.4160983562469482)* (2490,3.344797372817993) (163,3.326901435852051) (2002,3.325510263442993) (292,3.324679374694824) (2278,3.264784574508667) (434,3.262110710144043) (1597,3.246098279953003)
53: (32,5.014754295349121)* (1097,4.283642292022705) (293,4.020442485809326)* (1258,3.8317601680755615)* (2692,3.7925360202789307)* (3476,3.7802720069885254)* (1197,3.687722682952881) (1584,3.6178622245788574)* (778,3.5307860374450684) (2762,3.476763963699341)* (3499,3.407680034637451)* (1994,3.331996202468872)* (1358,3.3198256492614746) (296,3.299962043762207)* (3081,3.2716572284698486) (1909,3.2548649311065674) (110,3.1615347862243652) (253,3.1580629348754883) (2174,3.0736682415008545)* (1356,3.0592727661132812)*
54: (1294,4.866213798522949) (3671,4.613893985748291)* (910,4.527141094207764) (1256,4.153345584869385) (1080,3.932208299636841) (1394,3.848050594329834)* (1288,3.7708523273468018) (2791,3.741340160369873)* (1276,3.6711323261260986)* (3361,3.6211769580841064) (1244,3.597463846206665) (3504,3.4987945556640625)* (969,3.4296693801879883) (1307,3.4155826568603516) (2863,3.385560989379883) (1077,3.369100570678711) (2804,3.26711368560791) (3543,3.2546095848083496) (1220,3.2122976779937744) (3362,3.176497459411621)
55: (527,5.529784679412842)* (2028,5.312577247619629) (2858,4.699899196624756) (1704,4.275529384613037)* (3147,4.263897895812988) (480,4.235959053039551) (608,4.223676681518555) (1617,4.063923358917236) (1358,3.7939982414245605) (1193,3.745941638946533) (1721,3.7373642921447754) (50,3.6930058002471924) (296,3.687772512435913) (2571,3.6650969982147217) (590,3.463498115539551) (1213,3.4058213233947754) (3408,3.2757973670959473) (3753,3.243788242340088) (2324,3.1795692443847656) (2268,3.148145914077759)
