userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
1: (1198,13.878843307495117) (1196,13.467216491699219) (318,13.348274230957031) (593,13.279580116271973) (356,13.042633056640625) (2858,13.031110763549805) (2396,13.015317916870117) (1197,12.95881462097168) (1210,12.887857437133789) (110,12.79524040222168) (2762,12.508176803588867)* (1265,12.268142700195312) (858,11.725871086120605) (457,11.66207504272461) (2571,11.515628814697266) (1307,11.45128059387207) (1259,11.32218074798584) (480,11.29406452178955) (34,11.223730087280273) (589,11.08439826965332)
12: (858,13.275613784790039)* (260,12.836742401123047) (608,12.390320777893066) (1196,12.327800750732422) (2858,12.246879577636719) (593,11.685224533081055)* (1617,11.463502883911133) (912,11.1423921585083) (541,11.14004135131836) (296,11.03999137878418) (750,10.963666915893555) (1214,10.948625564575195) (1136,10.90577220916748) (527,10.89728832244873) (1197,10.669170379638672) (908,10.66590690612793) (2028,10.652639389038086) (1213,10.505753517150879) (924,10.488073348999023) (50,10.4608154296875)
13: (480,13.462983131408691)* (1240,13.249214172363281) (1197,13.202470779418945)* (1270,13.187688827514648) (2858,13.087940216064453) (457,12.81692886352539) (2762,12.710695266723633) (1291,12.262442588806152)* (527,12.174875259399414)* (1036,12.121426582336426) (1214,12.081174850463867) (858,12.007696151733398) (356,11.899506568908691) (1610,11.826742172241211) (1200,11.769817352294922) (1,11.758110046386719) (608,11.717958450317383) (2916,11.444318771362305) (2396,11.323141098022461) (1617,11.316658973693848)
14: (2858,14.54173469543457) (608,13.392269134521484) (593,12.853609085083008) (1617,12.273331642150879) (527,12.137151718139648) (858,12.121914863586426) (318,12.104463577270508) (50,11.615280151367188) (1213,11.524429321289062) (2028,11.305253982543945) (1193,11.180891036987305) (1221,10.570931434631348) (2396,10.407668113708496)* (260,10.16533088684082) (1196,9.994255065917969) (1198,9.903680801391602) (912,9.89095687866211) (2599,9.784067153930664) (111,9.563090324401855) (1089,9.47619342803955)
15: (318,18.333694458007812)* (356,16.72647476196289)* (608,16.29198455810547) (296,16.046977996826172) (50,15.351825714111328)* (1617,15.206512451171875) (589,15.036383628845215) (1265,14.818052291870117) (3578,14.255210876464844)* (1197,14.216798782348633) (1,14.203500747680664) (1784,13.8800048828125) (858,13.625797271728516) (1580,13.569714546203613) (150,13.536508560180664) (2997,13.503544807434082) (1270,13.338956832885742) (1721,13.18364143371582) (1393,13.135770797729492) (1036,13.081314086914062)
16: (2762,9.01673698425293) (2858,8.857634544372559) (2396,7.900893211364746) (3578,7.3710222244262695) (1210,7.01227331161499) (3114,6.968938827514648) (2716,6.964078426361084) (260,6.900303363800049) (110,6.875218391418457) (2706,6.861088752746582) (2028,6.843042850494385) (3408,6.795493125915527) (2571,6.637946128845215) (356,6.631170749664307) (2997,6.602597236633301) (1196,6.513372421264648) (318,6.49337100982666) (1198,6.458086967468262) (593,6.453867435455322) (2987,6.411855697631836)
17: (260,19.693374633789062)* (1196,19.087501525878906)* (2858,18.583337783813477)* (1198,18.055744171142578) (608,16.673141479492188) (858,16.39414405822754) (1197,16.293367385864258) (1200,15.892343521118164)* (318,15.310954093933105)* (2997,14.977039337158203) (1097,14.731847763061523) (1221,14.267903327941895) (924,14.220564842224121)* (1036,14.18558406829834) (1136,14.174455642700195) (2716,14.085018157958984) (1259,13.964069366455078) (2396,13.762569427490234)* (1387,13.711836814880371) (1291,13.636276245117188)
18: (2028,19.547119140625)* (1270,19.12635040283203) (2571,18.91082763671875) (593,18.654876708984375) (589,18.29920196533203)* (356,18.206832885742188) (318,18.134422302246094) (1,17.98681640625)* (2762,17.805458068847656) (480,17.797122955322266) (457,17.66421890258789) (2396,17.578136444091797) (1291,17.2820987701416)* (1265,17.258888244628906) (858,17.078323364257812) (608,16.766490936279297) (1036,16.760772705078125) (1610,16.296085357666016) (2716,16.056350708007812) (1214,15.610474586486816)
19: (260,19.2407283782959) (1196,18.620025634765625)* (2571,17.648080825805664)* (589,17.30272674560547)* (593,16.43716812133789)* (1270,16.42912483215332)* (1240,16.051809310913086) (2762,15.97940444946289)* (480,15.926840782165527)* (858,15.319881439208984)* (457,15.278327941894531) (1214,15.053085327148438) (608,14.959138870239258) (527,14.954236030578613) (1097,14.905595779418945) (1291,14.842252731323242)* (1036,14.810800552368164)* (1200,14.418537139892578) (1617,14.233108520507812) (296,14.214049339294434)
21: (1374,3.9052340984344482) (3793,3.903620958328247) (1215,3.843090057373047) (1214,3.814007520675659) (3175,3.6998932361602783) (260,3.6598944664001465) (1200,3.602808952331543) (589,3.527970314025879) (2571,3.5163912773132324) (741,3.471917152404785) (1240,3.4344522953033447) (1127,3.434070110321045) (541,3.392857313156128) (1274,3.3877906799316406) (1356,3.3130781650543213) (3300,3.3091535568237305) (2021,3.29544734954834) (1210,3.2780261039733887)* (2140,3.2570858001708984) (610,3.2554633617401123)
22: (260,19.08953857421875) (2571,18.158226013183594) (593,18.128108978271484) (2028,18.00334930419922) (608,17.612340927124023)* (1210,17.34402847290039) (1197,17.327329635620117) (296,17.112869262695312) (110,16.88357162475586)* (1270,16.49858283996582)* (1617,16.38178825378418) (50,16.325117111206055) (527,16.105297088623047) (2762,16.054702758789062)* (457,15.396982192993164) (1580,15.362131118774414) (1213,15.18234634399414) (480,15.085392951965332) (1,14.979724884033203) (1036,14.84419059753418)*
23: (1198,18.262969970703125) (2571,18.036766052246094) (1210,17.52492332458496) (2028,16.93421173095703) (1214,16.750463485717773) (1197,16.734621047973633) (1270,16.25608253479004) (110,16.016029357910156) (1617,15.94683837890625) (1200,15.92892074584961) (2762,15.408271789550781)* (318,15.21396255493164) (527,15.030967712402344) (1136,14.84555435180664) (1259,14.453509330749512) (457,14.348352432250977) (2716,14.17244815826416) (1213,14.042766571044922) (924,14.02537727355957) (2791,13.992776870727539)
24: (1196,19.483978271484375) (260,19.25804328918457)* (356,18.418594360351562) (858,18.033554077148438)* (1210,17.862760543823242) (296,17.824199676513672)* (1,17.349367141723633) (1617,17.241992950439453) (2762,17.17321014404297) (1097,16.834732055664062) (457,16.787094116210938) (2571,16.58070945739746) (34,16.229536056518555) (589,16.102251052856445) (1193,16.100522994995117)* (2804,16.018966674804688) (1136,15.970123291015625) (1036,15.870381355285645) (1240,15.635677337646484) (2000,15.47628402709961)
25: (2571,12.836949348449707) (260,12.680930137634277)* (1210,12.5651273727417)* (589,12.391364097595215) (110,11.7274751663208) (2028,11.261199951171875)* (2762,10.923425674438477) (2858,10.88377571105957) (1240,10.728214263916016) (1270,10.465389251708984)* (457,10.420927047729492) (1197,10.383376121520996) (2628,10.361083984375)* (2916,9.97323989868164) (593,9.896623611450195) (1610,9.664205551147461)* (1,9.63530158996582) (1097,9.601930618286133) (1214,9.597042083740234) (1036,9.586037635803223)
26: (2028,17.15121841430664) (527,16.62446403503418) (593,16.553356170654297) (110,16.439393997192383) (457,16.296276092529297) (1784,15.958072662353516)* (2396,15.629642486572266) (1721,15.47269058227539) (1198,15.47021484375) (1197,15.288459777832031) (1,15.161816596984863) (1270,15.12180233001709) (150,15.045170783996582) (1610,14.942770004272461) (2918,14.681241035461426) (608,14.538209915161133) (2000,14.538086891174316) (2762,14.458927154541016) (11,14.434494972229004) (1210,14.38252067565918)
27: (912,13.444507598876953)* (608,13.191640853881836) (1193,12.838035583496094) (1221,12.75692367553711) (1196,12.66250228881836) (1230,12.301977157592773) (750,12.211112976074219) (593,12.16275405883789) (919,12.09404468536377) (904,11.984233856201172) (527,11.772871017456055) (1304,11.700416564941406) (1247,11.680261611938477) (1225,11.505842208862305) (111,11.323210716247559) (924,11.308333396911621) (296,11.283159255981445) (1197,11.202484130859375) (1219,11.136783599853516) (1213,11.018888473510742)
28: (593,18.026145935058594) (858,17.589557647705078) (2028,16.650989532470703) (1617,16.625207901000977) (296,16.35289764404297) (1197,15.846033096313477)* (1193,15.727134704589844) (1213,15.152721405029297) (1221,15.141990661621094) (2997,14.994935035705566)* (1270,14.646516799926758) (110,14.43035888671875) (1136,14.388691902160645)* (1259,14.292854309082031) (2571,14.075984954833984) (1304,13.84192180633545) (1097,13.775529861450195) (908,13.732551574707031) (1,13.673657417297363) (589,13.628826141357422)
29: (1210,15.145442008972168) (2571,14.097761154174805) (1270,13.77834415435791) (1214,13.721765518188477)* (1197,13.647571563720703) (2028,13.310150146484375) (858,13.217571258544922)* (110,13.210845947265625)* (1200,13.090767860412598) (1291,12.675734519958496) (1097,12.50240707397461) (541,12.457046508789062) (1580,12.402143478393555) (593,12.290705680847168) (457,12.105411529541016) (2000,11.708404541015625) (1374,11.695545196533203) (2858,11.575793266296387) (1136,11.432485580444336) (1221,11.42754077911377)
30: (608,14.301535606384277) (296,13.92319107055664) (2762,13.18973159790039)* (50,12.974050521850586)* (2997,12.780476570129395)* (1213,12.385254859924316) (2396,11.88890266418457) (1704,11.63360595703125) (110,11.15589714050293) (858,11.097346305847168) (1358,10.698639869689941) (2599,10.503576278686523) (1193,10.478803634643555) (2959,10.474203109741211) (2324,10.445930480957031) (3578,10.433694839477539) (3006,10.423784255981445) (1089,10.246255874633789) (3481,9.968690872192383) (457,9.945962905883789)
31: (260,16.758323669433594) (1198,16.460704803466797) (1196,16.342655181884766) (1097,14.165725708007812) (919,14.060134887695312) (1136,13.943552017211914) (858,13.910682678222656) (1,13.519575119018555) (1240,13.435105323791504) (2791,13.407350540161133) (1291,13.16307258605957) (2804,13.065134048461914) (912,13.04963207244873) (2797,12.957612991333008) (1079,12.891068458557129) (3421,12.842336654663086) (356,12.763012886047363)* (1036,12.747764587402344) (1214,12.606512069702148) (1220,12.539348602294922)
32: (593,15.926767349243164)* (318,15.414676666259766) (527,15.0137939453125) (296,14.968274116516113) (2028,14.694665908813477) (1617,14.509187698364258) (2762,14.200529098510742)* (50,14.083929061889648) (2997,13.910137176513672) (858,13.49212646484375) (1213,13.451883316040039) (2396,13.357882499694824) (110,12.67193603515625) (1196,12.617670059204102) (260,12.617485046386719) (1198,12.615233421325684) (1193,12.427091598510742) (2571,12.154097557067871) (1197,11.965808868408203) (1704,11.946446418762207)
33: (1196,22.6109619140625)* (858,21.755844116210938)* (2028,21.303150177001953) (527,20.829158782958984) (318,20.679845809936523)* (1197,20.3431339263916) (1617,20.15859603881836) (296,19.826810836791992) (110,19.3582706451416) (2571,19.339374542236328) (50,19.04221534729004) (2396,18.345054626464844) (541,18.01556396484375) (1265,17.88938331604004) (912,17.822975158691406) (1304,17.693002700805664) (457,17.65180206298828) (1036,17.5616397857666) (919,17.524600982666016)* (2997,17.50731086730957)
34: (318,18.261964797973633)* (1265,17.741554260253906) (2028,17.706233978271484) (593,17.690732955932617) (527,17.348526000976562) (1198,17.06498908996582) (110,16.649452209472656) (608,16.266510009765625) (260,15.913220405578613) (457,15.899938583374023) (1210,15.714673042297363) (2762,15.681612014770508) (296,15.546627044677734) (2571,14.725343704223633) (50,14.671248435974121) (1097,14.634031295776367)* (1617,14.45899772644043) (858,14.451559066772461) (150,14.337686538696289) (1610,14.278839111328125)
35: (858,17.905288696289062) (608,17.480052947998047)* (593,16.84771728515625) (527,16.76461410522461) (912,16.48705291748047)* (260,16.393413543701172) (1198,16.304893493652344)* (1193,16.167951583862305) (318,16.06463050842285) (1617,15.912151336669922) (1221,15.487380981445312) (296,15.323873519897461)* (2028,15.284295082092285) (1213,14.73903751373291) (908,14.61306095123291)* (1304,14.593125343322754) (50,14.414823532104492) (1265,14.140024185180664) (923,14.05764102935791) (1270,13.941904067993164)
36: (2028,24.866483688354492)* (318,23.711463928222656) (296,22.136667251586914)* (1270,21.923477172851562)* (1265,21.31438446044922)* (50,21.162151336669922) (2396,21.054946899414062) (480,20.266029357910156)* (1259,20.141315460205078)* (1213,19.83196258544922) (2997,19.17853546142578) (1221,18.82888412475586) (1193,18.76129150390625) (1136,18.729808807373047)* (2000,18.590076446533203)* (1704,18.565181732177734) (2804,17.985755920410156) (3578,17.821533203125)* (1225,17.63139533996582) (1304,17.51589584350586)
37: (318,13.677543640136719) (1265,13.62788200378418) (527,13.32386589050293) (2028,13.31840705871582) (1198,13.112812995910645) (1,12.795403480529785) (593,12.77100944519043) (110,12.751375198364258) (457,12.594327926635742) (1270,12.420916557312012) (1721,12.165430068969727) (1196,12.15616226196289) (1210,12.019965171813965) (1784,11.96761417388916) (260,11.917793273925781) (1704,11.750909805297852) (150,11.727897644042969) (1610,11.617022514343262) (1393,11.510213851928711) (34,11.490067481994629)
38: (356,14.970041275024414)* (318,14.084128379821777) (527,13.369531631469727) (1265,13.344026565551758) (2028,13.118022918701172) (593,12.8134765625) (1784,12.556102752685547) (110,12.366992950439453) (457,12.21422004699707) (150,12.065797805786133) (597,11.927223205566406) (2762,11.761590003967285) (11,11.700681686401367) (1197,11.559598922729492) (1198,11.548473358154297) (2858,11.34974193572998) (34,11.246821403503418) (590,11.146013259887695) (1610,11.11863899230957) (608,11.114259719848633)
39: (2762,11.953495979309082) (593,11.170360565185547) (608,10.976000785827637) (296,10.65032958984375) (2028,10.379873275756836) (50,10.17768669128418) (527,9.864891052246094) (3578,9.747970581054688)* (2396,9.717430114746094)* (2571,9.681673049926758) (260,9.470142364501953) (858,9.24404525756836) (1213,9.216651916503906) (1196,9.134696006774902) (110,9.089447975158691) (589,8.88550853729248) (2706,8.864473342895508) (1198,8.686767578125) (3481,8.416997909545898) (1089,8.40413761138916)
40: (260,16.622425079345703) (1210,14.869670867919922) (1270,13.97789192199707) (1240,13.460599899291992) (858,13.266584396362305) (1097,13.206653594970703) (1304,12.820703506469727) (1214,12.694405555725098) (589,12.51343059539795) (2028,12.459041595458984) (110,12.31576919555664) (2571,12.287070274353027) (1036,12.276596069335938) (480,11.939398765563965) (1200,11.830545425415039) (541,11.694021224975586) (1580,11.629319190979004) (1387,11.499216079711914) (593,11.487884521484375) (527,11.42892837524414)
41: (2858,11.840747833251953) (2028,11.239112854003906) (593,11.03040599822998) (110,10.810463905334473) (318,10.790010452270508) (1198,10.609466552734375) (2396,10.607979774475098) (1196,10.568604469299316)* (527,10.534725189208984) (2571,10.347635269165039) (356,10.224777221679688) (457,9.668806076049805) (480,9.645892143249512) (589,9.613431930541992) (1197,9.580962181091309) (608,9.56452751159668) (1,9.350743293762207) (3578,9.28324031829834) (1270,9.25993824005127) (1617,9.211328506469727)
42: (1210,19.469831466674805)* (2571,18.20810317993164) (1197,17.287057876586914)* (1580,16.8707275390625) (110,16.394306182861328) (2028,15.766858100891113) (2916,14.991133689880371) (2000,14.96908950805664) (1,14.440244674682617) (2716,14.413616180419922) (858,14.21552848815918) (1259,13.882509231567383) (2791,13.848655700683594) (1136,13.794514656066895) (1220,13.535229682922363) (2762,13.32539176940918) (2918,13.281572341918945) (780,13.24371337890625) (1304,13.237218856811523) (592,12.943510055541992)
43: (593,11.13708782196045) (318,10.95482349395752) (2028,10.621086120605469) (527,10.420451164245605) (608,10.334023475646973) (296,9.802507400512695) (1617,9.681370735168457) (110,9.609607696533203) (50,9.441315650939941) (3578,9.414112091064453) (260,9.184579849243164) (1198,9.076252937316895) (1196,9.048809051513672) (2571,9.027642250061035) (2959,8.936461448669434) (1197,8.783390998840332)* (1210,8.70199203491211) (858,8.669476509094238) (1704,8.627674102783203) (3408,8.62318229675293)
44: (1196,19.454822540283203)* (2028,16.248397827148438) (110,16.203624725341797) (1580,15.852508544921875) (1291,15.632818222045898)* (2858,15.369857788085938) (858,15.319693565368652) (1214,15.203781127929688) (356,15.01549243927002) (1036,15.00375747680664) (457,14.799104690551758) (1200,14.589370727539062) (1259,14.473188400268555) (2000,14.077330589294434) (2791,14.037235260009766) (608,14.029150009155273) (541,14.023380279541016) (1610,13.752219200134277) (3114,13.717418670654297) (2628,13.559176445007324)*
45: (356,17.185928344726562) (1307,16.304611206054688) (2396,15.769800186157227) (1197,15.706644058227539) (1198,15.614973068237305) (318,15.57925033569336) (527,15.278825759887695) (1196,14.68511962890625) (2028,14.616280555725098) (593,14.609773635864258) (2918,14.485516548156738) (260,14.306537628173828) (1097,14.250027656555176) (1210,14.128883361816406) (2797,14.016011238098145) (34,13.935410499572754) (110,13.872390747070312) (1721,13.781062126159668) (457,13.752817153930664) (1259,13.746532440185547)
46: (1991,6.492084503173828) (2459,6.277019023895264) (3662,6.272644996643066) (2513,6.254131317138672) (1992,6.151220321655273) (2995,6.0718841552734375) (1993,6.0498127937316895) (2315,6.020417213439941) (330,6.01454496383667) (1976,5.989317893981934)* (328,5.875300407409668) (842,5.799799919128418) (3838,5.678529739379883) (3839,5.671140670776367) (1342,5.668166160583496) (3017,5.587496280670166) (1986,5.506671905517578)* (2514,5.428927421569824) (3696,5.416281700134277) (2460,5.376023292541504)
47: (2858,16.149072647094727) (608,16.108774185180664) (593,15.997282028198242) (296,14.927886962890625) (2028,14.411898612976074) (1617,14.337382316589355) (50,13.838384628295898) (2396,13.507804870605469) (2762,12.89991569519043) (2997,12.751848220825195) (1225,12.459271430969238) (1198,12.433977127075195) (1704,12.413145065307617) (1265,12.332245826721191) (912,12.195083618164062) (1196,11.975221633911133) (2324,11.896686553955078) (260,11.802192687988281) (1358,11.768939971923828) (110,11.763486862182617)
48: (2028,20.19608497619629)* (1197,19.254253387451172) (527,18.780025482177734)* (858,18.779632568359375)* (318,18.737314224243164)* (1097,17.26842498779297)* (1265,17.2164249420166) (1291,16.796070098876953)* (1259,16.419050216674805) (50,16.310550689697266)* (1214,16.20775604248047) (1610,16.08209228515625)* (1136,15.99150276184082) (1304,15.706741333007812) (912,15.615217208862305)* (2716,15.525093078613281) (2000,15.452238082885742) (1200,15.44997501373291) (1213,15.263553619384766)* (1307,15.25278091430664)
49: (260,17.16486167907715) (1198,16.65552520751953) (593,16.506620407104492) (2571,16.16341781616211) (110,15.78752613067627) (608,15.633549690246582) (318,15.466540336608887) (2762,14.829809188842773) (296,14.816818237304688)* (1197,14.813362121582031) (1617,14.809255599975586) (1240,14.29108715057373) (50,14.176515579223633) (1270,14.061092376708984) (480,13.958792686462402)* (1580,13.551450729370117) (2396,13.482417106628418) (1214,13.401357650756836) (1036,13.308341979980469)* (356,13.266149520874023)
50: (2762,9.716238021850586) (318,9.631863594055176) (593,9.481613159179688) (2028,9.342008590698242) (527,9.124344825744629) (110,8.846364974975586) (356,8.66528606414795) (2396,8.601458549499512) (608,8.323104858398438) (1704,8.177364349365234) (3578,8.025324821472168) (296,8.004072189331055) (3408,7.822673797607422) (457,7.612998008728027) (3147,7.598658561706543) (1617,7.597448348999023) (50,7.579438209533691) (1721,7.428317070007324) (1265,7.300332069396973) (3753,7.271812438964844)
51: (2858,13.151777267456055) (2762,11.376927375793457) (593,11.061192512512207) (2028,10.953103065490723) (527,10.357187271118164) (110,10.190218925476074) (608,10.127969741821289) (2997,10.01448917388916) (296,9.959219932556152) (2571,9.635043144226074) (3578,9.587922096252441) (356,9.517267227172852) (1617,9.465709686279297) (50,9.395954132080078) (260,9.278064727783203) (1198,9.195083618164062) (1196,9.095576286315918) (1197,9.054315567016602) (589,8.908784866333008) (1210,8.879905700683594)
52: (2028,13.26186466217041)* (2571,12.532106399536133) (356,12.066930770874023) (480,11.859055519104004) (593,11.531511306762695)* (318,11.452188491821289) (1580,11.219572067260742) (1210,11.077746391296387) (1198,11.031919479370117) (2762,10.65832233428955) (377,10.60532283782959) (1196,10.50071907043457) (260,10.362318992614746) (1036,10.344837188720703) (3256,10.28053092956543) (1265,10.115955352783203) (1291,10.087686538696289) (296,10.079663276672363) (1704,10.046780586242676) (2353,9.970962524414062)*
53: (1198,28.68435287475586) (527,28.2789363861084) (296,27.785266876220703)* (2762,27.613269805908203)* (110,26.940284729003906) (1197,26.90684700012207) (1265,24.789493560791016) (1193,23.908279418945312)* (1097,23.664363861083984) (1,23.547821044921875) (480,22.910869598388672)* (1136,22.83120346069336) (2791,21.93079948425293) (1291,21.858482360839844) (34,21.80328369140625)* (2804,21.603534698486328) (1307,21.45537567138672) (2918,21.43313217163086) (1387,21.404674530029297)* (1358,21.127878189086914)
54: (1198,14.553760528564453) (1196,14.540380477905273) (858,14.514947891235352) (1197,14.012045860290527) (1270,13.589160919189453) (608,13.45777702331543) (912,13.149900436401367) (919,12.974475860595703) (593,12.940841674804688) (2858,12.743684768676758) (1221,12.642537117004395) (527,12.5406494140625) (1225,12.502277374267578) (1259,12.47966194152832) (2804,12.433148384094238) (1265,12.355833053588867) (2791,12.325506210327148)* (1210,12.250232696533203) (1394,12.206770896911621)* (318,12.111927032470703)
55: (2858,15.268364906311035) (2028,15.058150291442871) (527,14.400945663452148)* (608,13.78706169128418) (296,13.261730194091797) (1198,13.028348922729492) (2396,12.89968204498291) (1617,12.704238891601562) (1196,12.653573989868164) (260,12.637004852294922) (50,12.609763145446777) (2571,12.562769889831543) (1704,12.212160110473633)* (1265,12.121487617492676) (858,12.045385360717773) (1210,12.04177474975586) (1197,11.937091827392578) (1213,11.801084518432617) (1,11.684690475463867) (480,11.267904281616211)
56: (593,18.40249252319336) (1617,16.313243865966797)* (858,14.721908569335938) (1704,14.673685073852539) (1265,14.190997123718262) (356,14.051445007324219) (2571,14.015361785888672) (1198,13.974609375) (1196,13.657608032226562) (260,13.461906433105469) (1193,13.392986297607422) (1197,13.333776473999023) (1358,13.30799388885498) (2324,13.237056732177734) (589,13.02621841430664) (1,12.853682518005371)* (2599,12.684236526489258) (1221,12.647956848144531) (3578,12.638004302978516) (1259,12.612247467041016)
57: (608,14.094195365905762) (593,13.634527206420898) (296,13.351420402526855) (2997,13.248682975769043) (1617,12.965556144714355) (858,12.945974349975586) (260,12.768279075622559) (50,12.528279304504395) (2028,12.481771469116211) (318,12.443058013916016) (527,12.250657081604004) (1213,12.11745834350586) (2762,11.91505241394043) (1193,11.646867752075195) (2571,11.536852836608887) (1197,11.483304977416992) (589,11.336830139160156) (1136,11.119903564453125) (1259,10.92628002166748) (110,10.892122268676758)
58: (1240,22.584651947021484)* (110,21.95667266845703)* (50,20.84304428100586) (1097,20.76318359375)* (1259,20.50253677368164) (1036,20.042213439941406) (1265,19.999664306640625) (2997,19.93985939025879)* (1580,19.87192153930664)* (1,19.815513610839844) (480,19.749916076660156)* (2791,19.510189056396484)* (1291,19.439516067504883) (924,18.789310455322266)* (912,18.504161834716797)* (1079,17.623327255249023) (3421,17.623193740844727) (2916,17.60626983642578) (1220,17.245819091796875)* (1288,16.984756469726562)*
