userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
1: (595,8.45337200164795)* (364,7.968813896179199) (318,6.3431396484375) (34,6.189698696136475) (593,6.1074299812316895) (2081,6.043560981750488) (2078,5.384310722351074) (2687,5.372585296630859) (1198,5.3610663414001465) (2096,5.3200554847717285) (110,5.2640767097473145) (1907,5.15600061416626)* (2085,5.137535572052002) (2087,5.104642868041992) (1282,5.074392795562744) (2080,5.072317123413086) (1210,5.028654098510742) (1196,4.951448440551758) (3751,4.919098854064941) (2858,4.680999279022217)
12: (858,6.714544773101807)* (260,5.655460357666016) (750,4.870477199554443) (1196,4.677229881286621) (912,4.644418716430664) (1204,4.369180679321289) (924,3.870939016342163) (2019,3.8255579471588135) (318,3.784151077270508) (1219,3.741027355194092) (1136,3.7362427711486816) (527,3.724447727203369) (541,3.7018699645996094) (608,3.636812686920166) (593,3.607567548751831)* (2028,3.602473258972168) (1214,3.6020190715789795) (1247,3.490342617034912) (2571,3.4648983478546143) (1213,3.414508104324341)
13: (480,6.739341735839844)* (2628,6.094560623168945) (527,4.66500997543335)* (2858,4.534564018249512) (316,4.243631362915039) (1197,4.037008762359619)* (1240,3.964250087738037) (2393,3.9433698654174805) (1291,3.7533931732177734)* (2916,3.727618932723999) (1376,3.654654026031494) (1584,3.5700995922088623) (2762,3.5613293647766113) (1610,3.406634569168091) (457,3.29069185256958) (1270,3.2101521492004395) (1375,3.1796553134918213) (2396,3.0953738689422607) (1917,2.9881105422973633) (541,2.926234006881714)
14: (2858,5.798252105712891) (527,5.099403381347656) (318,4.787030220031738) (2959,4.715980052947998) (593,4.648898124694824) (50,4.523265361785889) (260,4.248284339904785) (608,4.149109840393066) (1196,4.144872188568115) (1213,4.01338529586792) (2706,3.779662847518921) (2712,3.650024890899658) (2396,3.586498498916626)* (1193,3.5832393169403076) (1617,3.5628485679626465) (1210,3.5165915489196777) (2683,3.29709529876709) (2324,3.2611279487609863) (111,3.142465829849243) (858,3.138176918029785)
15: (3578,7.294167518615723)* (356,6.611894130706787)* (318,6.282180309295654)* (150,6.275424003601074) (1784,5.381462574005127) (1617,5.271884441375732) (2959,5.138339996337891) (1721,5.0982666015625) (2353,5.072979927062988) (1393,5.019730091094971) (2763,4.981525897979736) (454,4.971271514892578) (733,4.9091997146606445) (296,4.717639446258545) (3555,4.714907169342041) (3513,4.633281707763672) (2355,4.608947277069092) (589,4.572759628295898) (3256,4.545079708099365)* (2688,4.523769855499268)
16: (2706,6.563328266143799) (3114,6.4930620193481445) (2694,6.290111541748047) (2987,5.465856552124023) (2541,5.446182727813721) (2716,5.375927925109863) (3157,5.352115631103516) (1513,5.11253023147583) (2688,4.9321746826171875) (3203,4.921711444854736) (2770,4.830311298370361) (2599,4.728969097137451) (2336,4.670460224151611) (2881,4.596920490264893) (2433,4.57303524017334) (2485,4.557721138000488) (2762,4.517038345336914) (2396,4.470211029052734) (2013,4.4281134605407715) (1127,4.402503967285156)
17: (1200,8.739760398864746)* (2916,7.867044448852539)* (924,7.136349678039551)* (1199,6.711822986602783) (260,6.603468418121338)* (1396,6.586788654327393) (1196,6.510758399963379)* (2968,6.319840431213379) (608,6.311513900756836) (1527,6.281981468200684)* (2662,6.2624287605285645)* (3702,5.848097324371338) (1097,5.829159259796143) (318,5.631002426147461)* (2858,5.539969444274902)* (3699,5.5127644538879395)* (2009,5.075525760650635) (1676,5.004397392272949) (316,4.874836444854736)* (1089,4.823545932769775)
18: (364,8.85071086883545)* (1291,7.76327657699585)* (2081,7.119745254516602)* (2193,7.1160969734191895)* (1028,6.299373626708984)* (2571,6.088535308837891) (596,6.009153366088867)* (3000,5.425760269165039) (1,5.393426418304443)* (661,5.2822418212890625) (2687,5.249801158905029) (1610,5.036170959472656) (497,4.989009380340576) (293,4.944100379943848) (1566,4.802631855010986) (3114,4.735864639282227) (318,4.725153923034668) (783,4.669467926025391) (1408,4.660347938537598)* (2138,4.65778112411499)
19: (1291,6.259721279144287)* (3578,5.872935771942139) (260,5.768131256103516) (2762,5.30915641784668)* (3114,5.304599761962891)* (1036,5.21567440032959)* (1196,5.109529972076416)* (2571,4.992645740509033)* (2997,4.669615268707275) (457,4.609240531921387) (3623,4.589837551116943) (2628,4.517064571380615) (1333,4.422855377197266) (3751,4.3987932205200195) (1240,4.358460903167725) (2115,4.31351375579834) (2617,4.175843715667725) (2706,4.1679816246032715) (3624,4.093954086303711)* (2167,4.068866729736328)
21: (741,3.783904552459717) (1274,3.7020657062530518) (2140,3.5042777061462402) (3034,3.235454559326172) (1025,3.072094202041626) (2761,3.0206947326660156) (2116,2.988415241241455) (1907,2.933720111846924) (1967,2.923025369644165) (1205,2.912868022918701) (2105,2.8951785564422607) (2810,2.8903279304504395) (2033,2.8864829540252686) (3910,2.839975357055664) (661,2.7824668884277344) (2139,2.7752997875213623) (2161,2.7437398433685303) (1032,2.7072594165802) (3793,2.6112003326416016) (3624,2.596099615097046)
22: (2571,6.467265605926514) (260,5.876922130584717) (296,5.606583118438721) (2959,5.474415302276611) (2700,5.2346978187561035) (608,5.076259613037109)* (1210,5.0031633377075195) (541,4.9254150390625) (50,4.8116559982299805) (110,4.721288681030273)* (1206,4.572769641876221) (551,4.54966926574707) (1580,4.5299506187438965) (1197,4.508573055267334) (924,4.472606182098389) (1261,4.399646759033203)* (104,4.34560489654541) (3481,4.2076239585876465) (3793,4.206928253173828) (750,4.19430685043335)
23: (2571,10.290637016296387) (1214,9.634069442749023) (1200,9.370186805725098) (1210,8.383652687072754) (1374,7.294681549072266) (1270,6.723840713500977) (3703,6.486420154571533) (3175,6.359892845153809) (1199,6.34363317489624) (3702,6.306121826171875) (924,6.105592727661133) (1206,6.082790851593018) (1197,6.082787036895752) (1748,6.067850589752197)* (1617,6.029672145843506) (2288,6.015108108520508) (1198,5.9994025230407715) (1653,5.853689670562744) (2529,5.775411128997803) (750,5.644004821777344)*
24: (2716,7.029509544372559)* (1097,6.667172908782959) (260,6.5576558113098145)* (1196,6.5544233322143555) (1210,6.459843635559082) (2804,5.983590126037598) (1394,5.717945098876953)* (356,5.189680576324463) (1961,5.09076452255249) (2174,4.910778045654297) (39,4.756841659545898) (2997,4.699274063110352) (480,4.617997646331787) (1,4.59235143661499) (2000,4.55609130859375) (2571,4.497580051422119) (2762,4.4764275550842285) (1285,4.361563205718994) (296,4.340756893157959)* (2599,4.311368942260742)
25: (1210,5.944628715515137)* (2628,5.87237548828125)* (3175,5.835614204406738) (3793,5.543858528137207)* (2571,5.361209869384766) (260,5.1627349853515625)* (316,4.820979118347168) (1527,4.778454303741455) (329,4.774143695831299) (2393,4.4669880867004395) (1584,4.464214324951172) (2762,4.035526752471924) (3114,3.754415512084961)* (1375,3.53448224067688) (2959,3.5232927799224854) (1127,3.473245143890381) (2105,3.467341184616089) (2028,3.2348692417144775)* (2916,3.160395383834839) (589,3.1512222290039062)
26: (539,6.841621398925781) (1721,6.524324417114258) (1569,6.223433494567871) (2424,6.204020023345947) (2671,6.097795486450195) (587,5.507063388824463) (11,5.455514430999756) (339,5.042331695556641) (2145,5.001546382904053) (1088,4.727534770965576) (2724,4.5372748374938965) (2248,4.364025115966797) (1777,4.303747177124023) (1888,4.266182899475098) (380,4.2395195960998535) (3259,4.231903076171875) (1183,4.154724597930908) (736,4.079941749572754) (222,4.071916580200195) (1674,4.06803035736084)
27: (912,9.000476837158203)* (904,7.762787818908691) (750,6.5955891609191895) (1221,6.574086666107178) (1230,6.362801551818848) (903,6.352526664733887) (1284,6.207660675048828) (1212,5.865452766418457) (1193,5.85366153717041) (919,5.817150115966797) (1247,5.697122573852539) (1196,5.682705402374268) (1219,5.647902965545654) (527,5.56340217590332) (1256,5.324944496154785) (2396,5.2966814041137695) (2019,5.285308837890625) (111,5.220787525177002) (969,5.156874179840088) (3095,5.019460201263428)
28: (1197,6.7902984619140625)* (1193,6.160960674285889) (593,6.041255950927734) (920,5.612171649932861) (858,5.548799514770508) (908,5.393830299377441) (899,5.384969234466553) (1219,5.093395709991455) (2997,5.038466453552246)* (296,5.034029960632324) (1097,4.876134395599365) (1136,4.7860002517700195)* (903,4.778773307800293) (1207,4.7608442306518555) (1259,4.676015853881836) (1296,4.643069267272949) (2324,4.637319564819336) (2692,4.577835559844971) (923,4.518178462982178) (914,4.508019924163818)
29: (2947,6.769044399261475) (1210,6.315560340881348) (1291,5.952554225921631) (2948,5.739124774932861) (3654,5.647112846374512) (1200,5.611337184906006) (3702,5.440092086791992)* (1201,5.284451484680176) (2949,5.28074312210083)* (2000,5.067254543304443) (1954,5.001784801483154)* (3703,4.94860315322876) (1374,4.874848365783691) (1214,4.766894340515137)* (110,4.728693962097168)* (858,4.699826717376709)* (1242,4.663574695587158) (2194,4.515730381011963) (1610,4.342465877532959) (1275,4.321936130523682)
30: (50,5.081396102905273)* (2692,4.034107208251953) (306,4.005995750427246) (296,3.885484218597412) (213,3.799905776977539) (3083,3.6721363067626953) (2357,3.6137566566467285) (2997,3.5572619438171387)* (3185,3.501783847808838) (265,3.4138779640197754) (2324,3.4039971828460693) (3952,3.3652782440185547) (3538,3.3582496643066406) (3897,3.3460729122161865) (3160,3.293771982192993) (2396,3.255749225616455) (912,3.2496719360351562) (608,3.242388963699341) (1193,3.2293038368225098) (1704,3.1758153438568115)
31: (1278,7.23505163192749) (1294,6.894230842590332) (1079,6.837808132171631) (2791,6.737022876739502) (1136,6.589625835418701) (3421,6.371083736419678) (2797,6.36895751953125) (951,6.13238525390625)* (1256,5.671762466430664) (2396,5.4449615478515625) (3039,5.390295028686523)* (2406,5.388856887817383) (3552,5.378170490264893) (1394,5.358731269836426) (3361,5.2990288734436035) (1220,5.2330474853515625) (3072,4.9775285720825195) (2804,4.920291423797607) (3175,4.876466274261475) (3114,4.853310585021973)
32: (260,5.621271133422852) (593,5.3717780113220215)* (2571,5.305567264556885) (1197,5.135554313659668) (3578,5.119453430175781) (527,5.064117431640625) (2396,4.964202404022217) (2997,4.8981194496154785) (1196,4.8581223487854) (1617,4.8080315589904785) (3793,4.638401031494141) (2028,4.482831001281738) (110,4.443330764770508) (318,4.307509899139404) (1198,4.188544750213623) (50,4.174543857574463) (296,4.113404273986816) (265,4.109680652618408) (3897,4.100915908813477) (1210,4.072482585906982)
33: (457,6.447026252746582) (1333,6.297287940979004)* (1200,6.287720680236816)* (1036,6.151902675628662) (2028,5.530661106109619) (1610,5.390163898468018)* (2664,5.327292442321777)* (858,5.316749572753906)* (1196,5.311591148376465)* (527,5.281383991241455) (1345,5.2741899490356445) (318,5.247643947601318)* (110,5.188255310058594) (1350,5.166868686676025) (904,5.140463352203369)* (1954,5.099666118621826) (1617,5.063577651977539) (1321,4.9529924392700195) (2454,4.924882411956787) (2000,4.820890426635742)*
34: (1265,8.114185333251953) (2716,6.770524024963379)* (2797,6.029845237731934) (1777,5.972898960113525) (440,5.757565975189209) (2671,5.738062858581543)* (357,5.477560997009277) (1394,5.4169020652771) (3210,5.3922295570373535) (2145,5.151607513427734)* (1569,5.127422332763672) (318,5.107240200042725)* (1257,5.1000542640686035) (3114,5.025961875915527) (1136,4.999035358428955) (3253,4.79171085357666) (3526,4.766812801361084) (527,4.74906063079834) (2706,4.746546268463135) (593,4.696590423583984)
35: (912,6.725640773773193)* (899,5.4740471839904785)* (1947,5.062390327453613) (1304,5.055013656616211) (920,4.9402337074279785) (908,4.902300834655762)* (898,4.751034259796143) (914,4.725319862365723) (1244,4.552058219909668) (858,4.43002462387085) (1296,4.367979049682617) (1188,4.3631744384765625) (1256,4.340012550354004) (3545,4.3362884521484375) (923,4.2623677253723145) (1207,4.216585636138916) (916,4.199261665344238) (913,4.140347480773926) (1307,4.1051506996154785) (1193,4.018914222717285)
36: (2028,7.5100860595703125)* (2000,6.247289657592773)* (480,6.170189380645752)* (1270,5.901893138885498)* (1265,5.7806830406188965)* (3578,5.32857608795166)* (2396,5.17810583114624) (2353,5.031888484954834)* (1370,4.971070289611816)* (780,4.836409091949463)* (1573,4.7102789878845215)* (223,4.452948093414307)* (2985,4.4030890464782715)* (1288,4.318612575531006) (1127,4.315435886383057)* (3203,4.267461776733398) (1242,4.261788845062256) (2700,4.227530479431152)* (1220,4.20100212097168) (2268,4.1668500900268555)
37: (539,6.354969501495361) (1265,6.033539295196533) (7,5.273897171020508) (339,5.164320468902588) (2424,5.134501934051514) (39,5.126633167266846) (1569,5.108860492706299)* (11,5.086966514587402) (1721,4.978261470794678) (914,4.929325580596924) (440,4.82417106628418) (1393,4.4211225509643555) (2724,4.3944315910339355) (1777,4.380041122436523) (17,4.337750434875488) (838,4.269532680511475) (2081,4.268868446350098)* (2080,4.165224552154541)* (919,4.019537448883057) (380,3.951944351196289)
38: (597,8.849907875061035) (356,8.078536987304688)* (1265,7.494986057281494) (2424,6.902817249298096) (11,6.528789043426514) (1784,5.996652126312256) (440,5.612441539764404) (1680,5.52222204208374) (34,5.408984661102295) (7,5.310762882232666) (1923,5.240952968597412) (1641,5.150129795074463) (2081,5.100275993347168) (3114,4.95966911315918) (2324,4.952315330505371)* (3255,4.920746326446533) (2724,4.727148532867432) (595,4.705657958984375) (497,4.674956321716309) (2321,4.641411304473877)
39: (2762,9.40938663482666) (2683,9.155790328979492) (2706,8.746216773986816) (2396,7.381232738494873)* (2355,6.839582920074463)* (3578,6.688236713409424)* (785,6.484167098999023) (2707,6.422585487365723) (2716,6.358054161071777)* (2987,6.349909782409668) (2694,6.111428737640381) (3174,5.923116207122803) (3176,5.772202968597412) (2336,5.750314235687256) (1093,5.614147186279297) (2712,5.538618564605713) (2908,5.378114223480225) (2541,5.182139873504639) (3081,5.174954414367676) (2605,5.025247573852539)
40: (260,6.67806339263916) (1210,5.905796527862549) (3654,5.889370918273926) (1019,5.863673210144043) (1250,5.861736297607422) (1287,5.267029762268066)* (110,5.260368347167969) (2662,5.136927127838135)* (590,4.903944969177246) (3366,4.874666690826416) (2670,4.776734828948975) (940,4.730382442474365) (480,4.693166732788086) (3836,4.671294212341309) (1233,4.573925495147705) (2028,4.530405521392822) (3066,4.503030300140381) (750,4.424170970916748)* (1408,4.382815361022949) (2366,4.308041095733643)
41: (3081,4.6716508865356445) (2724,2.968172311782837) (2125,2.919009208679199) (3578,2.916836977005005) (3176,2.898810863494873) (3623,2.888267755508423) (920,2.780667543411255) (2959,2.5926156044006348) (2485,2.53385066986084) (3155,2.4990203380584717) (2605,2.4822134971618652) (2688,2.471498489379883) (1680,2.429778814315796) (1717,2.4062960147857666) (932,2.3709585666656494) (2396,2.3550448417663574) (253,2.344085216522217) (3125,2.3314871788024902) (3273,2.3125321865081787) (1183,2.2552859783172607)
42: (1210,9.976920127868652)* (2571,8.230113983154297) (2916,7.742743015289307) (780,6.792797565460205) (3699,6.627089500427246) (2000,6.523313045501709) (1580,6.286343097686768) (2968,6.222992420196533) (1527,6.186463356018066) (2393,6.171301364898682)* (1197,6.07974100112915)* (1653,5.986997604370117) (2528,5.970313549041748) (1676,5.460959434509277) (1909,5.322917461395264) (924,5.289800643920898)* (2288,5.170958995819092)* (2716,5.098384857177734) (3704,5.093108177185059) (3033,5.052707672119141)*
43: (2683,7.525756359100342) (2355,6.166996002197266) (3408,6.071361064910889) (2716,5.937835216522217) (3578,5.644564151763916) (2694,5.580428600311279) (2763,5.1818366050720215) (3005,5.028548717498779) (3176,4.9828410148620605) (223,4.979305744171143) (2688,4.961359024047852) (2959,4.941725730895996) (2881,4.877552032470703) (2770,4.8308024406433105) (2336,4.662433624267578) (2987,4.442595958709717) (3203,4.392938137054443) (2433,4.318444728851318) (2724,4.265194892883301) (2502,4.246577739715576)
44: (1196,8.256662368774414)* (1291,6.126871585845947)* (1580,6.028725624084473) (2161,5.2953901290893555) (2081,5.280332565307617) (3114,5.1455159187316895) (588,5.104133605957031) (3175,5.101801872253418) (1259,5.078874111175537) (2628,5.053561210632324)* (541,4.999718189239502) (1214,4.973929405212402) (1376,4.869468688964844) (2005,4.847951412200928) (3479,4.688436985015869) (2657,4.574128150939941) (2355,4.551135540008545) (2797,4.499111175537109)* (3751,4.498579502105713)* (110,4.474333763122559)
45: (539,6.795496463775635) (1307,6.588675022125244) (339,6.4979658126831055)* (838,6.321629047393799) (2396,6.288703918457031) (597,6.250796794891357) (2424,5.921597957611084) (898,5.6971235275268555) (915,5.525299072265625)* (2243,5.475022792816162) (708,5.444369316101074)* (2724,5.396444797515869) (1569,5.284460067749023) (3072,5.254798412322998) (916,4.979330539703369)* (933,4.895772933959961) (1269,4.701272964477539) (7,4.660262584686279) (1353,4.578852653503418) (17,4.565173625946045)
46: (1993,15.189655303955078) (1991,15.04179859161377) (1992,14.692087173461914) (1976,13.900882720947266)* (1969,12.901023864746094)* (330,12.810420989990234) (2740,12.414715766906738) (2995,12.216641426086426) (1986,12.063621520996094)* (2513,11.981772422790527) (2315,11.975605010986328) (3409,11.947224617004395) (2719,11.829986572265625) (3017,11.12576961517334) (1996,11.122224807739258) (328,11.036809921264648) (3662,11.003083229064941) (3382,10.821662902832031) (1330,10.77424144744873) (1323,10.381735801696777)
47: (2858,7.514138698577881) (593,7.499927043914795) (608,6.879433631896973) (296,6.797604084014893) (2028,6.220383167266846) (912,5.956418514251709) (1225,5.777977466583252) (919,5.0752058029174805) (2324,4.966406345367432) (1704,4.963955402374268) (1207,4.78468132019043) (111,4.661582946777344) (50,4.649631977081299) (920,4.561009407043457) (1196,4.525378704071045) (2396,4.514362335205078) (923,4.303065299987793) (260,4.228507041931152) (110,4.147706985473633) (265,3.995290756225586)
48: (2028,7.9071173667907715)* (527,7.2827019691467285)* (858,7.093137264251709)* (318,6.031553268432617)* (1610,5.838360786437988)* (1291,5.432193279266357)* (595,5.361285209655762) (588,5.284530162811279) (912,5.263517379760742)* (2628,5.155993461608887)* (1197,4.902850151062012) (1097,4.844336986541748)* (1214,4.6567158699035645) (750,4.598687171936035) (377,4.541815757751465) (2916,4.36308479309082) (1704,4.177521705627441) (908,4.146613121032715) (733,4.0159430503845215) (1213,4.010955810546875)*
49: (2571,7.1449971199035645) (1610,5.8552165031433105) (110,5.610617160797119) (2916,5.454645156860352)* (1198,5.425981521606445) (2761,5.355953693389893)* (480,5.317101955413818)* (1221,5.231507301330566) (1240,5.105230808258057) (1214,4.922919273376465) (260,4.917965412139893) (1233,4.871243476867676) (1573,4.70191764831543) (1036,4.436345100402832)* (3256,4.35805082321167) (6,4.232974052429199) (595,4.1450042724609375)* (3265,4.008036136627197) (1527,3.94913911819458) (2355,3.917083263397217)*
50: (3753,6.538482666015625) (3578,5.2642083168029785) (3555,5.1229023933410645) (3409,4.5864949226379395) (3534,4.439316749572754) (3510,4.411133766174316) (3624,4.2774834632873535) (1259,4.2324652671813965) (3408,4.154012203216553) (3173,4.084469795227051) (3512,4.044374942779541) (3481,4.012546539306641) (3897,3.9424848556518555) (3755,3.898313045501709) (3513,3.8849425315856934) (3484,3.6531894207000732) (3594,3.6132266521453857) (3948,3.5942609310150146) (3916,3.560152053833008) (1035,3.3944644927978516)
51: (3753,6.305488586425781) (3408,5.329460144042969) (3785,5.282382965087891)* (3751,5.05318546295166) (3510,4.903049945831299) (3948,4.857603549957275) (2858,4.854920387268066) (3578,4.8081254959106445) (3555,4.344485759735107) (3752,4.211671829223633) (2355,4.1856913566589355) (2572,4.1827545166015625) (3481,4.1232404708862305) (3536,4.080807685852051) (3624,4.024878025054932) (3882,3.9472155570983887) (595,3.940660238265991) (3916,3.88055682182312) (3594,3.804084062576294) (3755,3.77626633644104)
52: (2028,6.2290520668029785)* (3256,5.684056758880615) (1370,5.402684211730957) (377,5.250999927520752) (648,5.152870178222656) (1917,5.0065016746521) (2353,4.846183776855469)* (480,4.84158992767334) (165,4.8058905601501465)* (1918,4.723653793334961) (292,4.615103244781494) (2058,4.59663724899292) (163,4.389787673950195) (2023,4.389301776885986) (10,4.3323259353637695) (736,4.208170413970947) (1608,4.031301498413086)* (2006,3.994166851043701) (2273,3.9811484813690186) (2002,3.9749841690063477)
53: (32,7.0657734870910645)* (293,6.864259719848633)* (110,6.710137367248535) (1093,6.337573528289795) (2712,6.19802188873291)* (3476,6.164161205291748)* (778,6.101107120513916) (2692,5.471132755279541)* (1258,5.433818340301514)* (908,5.37992525100708) (480,5.3072710037231445)* (1673,5.265864372253418) (296,5.238081932067871)* (253,5.126354694366455) (1393,5.032430648803711)* (1097,5.0214457511901855) (2174,4.844067573547363)* (555,4.80012321472168) (3160,4.7945122718811035) (3044,4.750104904174805)*
54: (1294,7.143820762634277) (3671,6.941757678985596)* (1256,5.540583610534668) (1265,5.461291313171387) (1276,5.37000846862793)* (2791,5.112175941467285)* (910,4.951033115386963) (2396,4.787454128265381) (1080,4.73913049697876) (1394,4.664674758911133)* (3504,4.537214756011963)* (1270,4.463742256164551) (1197,4.434323310852051) (1244,4.366288185119629) (2788,4.304307460784912)* (2863,4.264801502227783) (955,4.239416122436523) (969,4.237427711486816) (1077,4.212164402008057) (2804,4.199528217315674)
55: (2858,5.886505603790283) (2028,5.614039897918701) (527,5.584468364715576)* (608,4.473404884338379) (1358,4.348533630371094) (1704,4.335119247436523)* (3147,4.129881858825684) (296,4.047943115234375) (1,3.95634126663208) (2571,3.8227455615997314) (50,3.6733973026275635) (480,3.6261157989501953) (1193,3.6185801029205322) (34,3.556436538696289) (2501,3.480990171432495) (3114,3.456185817718506)* (1721,3.4238345623016357) (260,3.350130319595337) (1097,3.313509464263916) (1213,3.303151845932007)
56: (593,8.565939903259277) (1617,8.019792556762695)* (1,7.164946556091309)* (356,6.9266357421875) (1265,6.861300468444824) (1704,6.80399751663208) (1358,5.9691162109375) (2599,5.877837181091309) (2324,5.469913959503174) (2571,5.422238826751709) (47,5.322863578796387) (858,5.13677978515625) (1784,5.067288875579834) (1610,4.948146343231201) (3006,4.906590938568115) (589,4.728083610534668) (223,4.68852424621582) (2268,4.657656669616699) (3578,4.628551006317139) (3147,4.604188919067383)
