userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
1: (364,11.01510238647461) (595,10.496252059936523)* (2081,9.834291458129883) (1282,9.234295845031738) (2096,8.831087112426758) (318,8.803430557250977) (2087,8.75841236114502) (2858,8.714923858642578) (34,8.5253324508667) (1907,8.440863609313965)* (1947,8.371363639831543) (593,8.309672355651855) (2080,8.23936653137207) (2687,8.228623390197754) (2396,8.192602157592773) (2078,8.190207481384277) (899,8.101648330688477) (110,8.092024803161621) (36,8.085675239562988) (914,8.073728561401367)
12: (750,9.683302879333496) (260,9.477290153503418) (924,9.209781646728516) (1204,8.930521965026855) (1196,8.857210159301758) (2019,8.840499877929688) (858,8.799901008605957)* (1214,8.767484664916992) (1136,8.583883285522461) (541,8.53366756439209) (1233,8.321316719055176) (1208,8.212983131408691) (1254,8.162860870361328) (1206,8.158689498901367) (1219,8.139877319335938) (1217,8.04245376586914) (1240,8.031599998474121) (912,8.024336814880371) (2366,7.947389125823975) (908,7.709153652191162)
13: (480,7.5662922859191895)* (1240,7.526249408721924) (2628,7.2902703285217285) (527,7.203225612640381)* (3471,7.124066352844238) (1584,7.1189446449279785) (1200,7.064769268035889) (1214,6.923612594604492) (1376,6.868236541748047) (2762,6.717766761779785) (541,6.667011737823486) (2916,6.662386417388916) (316,6.656848907470703) (2021,6.632191181182861) (3699,6.569435119628906) (1375,6.496867656707764) (2393,6.467308521270752) (1291,6.455869197845459)* (1270,6.41891622543335) (1371,6.4071221351623535)
14: (260,8.454117774963379) (2858,8.329278945922852) (1196,8.268658638000488) (858,8.225075721740723) (1221,7.580057621002197) (1198,7.549071311950684) (913,7.490983486175537) (912,7.484856605529785) (750,7.458765983581543) (541,7.445742130279541) (593,7.39396333694458) (1197,7.365441799163818) (1206,7.343435764312744) (1193,7.340588569641113) (527,7.2957072257995605) (111,7.275571823120117) (50,7.264776706695557) (923,7.2600579261779785) (1208,7.154899597167969) (1210,7.122879981994629)
15: (318,11.120403289794922)* (356,11.046487808227539)* (150,10.510443687438965) (3578,10.38638687133789)* (1784,10.326067924499512) (1393,9.904993057250977) (590,9.824036598205566) (733,9.627134323120117) (2763,9.573227882385254) (50,9.566545486450195)* (2353,9.533870697021484) (1721,9.532642364501953) (2628,9.520050048828125) (1617,9.477972984313965) (349,9.477012634277344) (454,9.419127464294434) (3255,9.387748718261719) (2688,9.344045639038086) (2355,9.329141616821289) (3256,9.314477920532227)*
16: (3114,10.613410949707031) (2762,10.342403411865234) (2706,10.230618476867676) (2694,9.910005569458008) (3157,9.776272773742676) (2541,9.577314376831055) (2987,9.557310104370117) (2770,9.458656311035156) (2396,9.43171215057373) (2716,9.375791549682617) (1513,9.332610130310059) (2858,9.30894947052002) (2688,9.214686393737793) (2336,9.086328506469727) (2485,9.058906555175781) (2433,9.036637306213379) (2599,8.915258407592773) (3408,8.839828491210938) (2881,8.790647506713867) (223,8.739246368408203)
17: (1200,9.117218017578125)* (924,8.88194751739502)* (2916,8.8783540725708)* (260,8.746448516845703)* (1527,8.660335540771484)* (1196,8.62391471862793)* (1199,8.18377685546875) (608,7.729274272918701) (1097,7.7023234367370605) (1676,7.525146961212158) (1372,7.500982761383057) (1215,7.500730514526367)* (2858,7.482405662536621)* (29,7.481566905975342) (2662,7.457303047180176)* (3702,7.450525760650635) (1396,7.410723686218262) (2968,7.377308368682861) (2628,7.360344886779785) (2600,7.226004123687744)
18: (364,11.764204025268555)* (1291,9.758519172668457)* (2571,9.377250671386719) (2081,9.064781188964844)* (2193,9.058544158935547)* (497,8.950488090515137) (1,8.820357322692871)* (2687,8.741494178771973) (1610,8.70431137084961) (1028,8.604491233825684)* (1408,8.463093757629395)* (531,8.41723346710205)* (3000,8.416411399841309) (2090,8.412700653076172)* (318,8.314462661743164) (596,8.30836009979248)* (2138,8.274539947509766) (661,8.2655611038208) (293,8.225024223327637) (3418,8.222067832946777)
19: (3578,8.37795639038086) (260,8.232331275939941) (1291,8.078142166137695)* (1036,8.03394889831543)* (3114,7.925851345062256)* (2762,7.914571285247803)* (1136,7.827804088592529) (2617,7.772776126861572) (2571,7.753629684448242)* (1196,7.7256760597229)* (2710,7.553783416748047) (457,7.522108554840088) (3147,7.494569778442383) (589,7.4879560470581055)* (364,7.474864959716797) (1278,7.39457893371582)* (3624,7.347957611083984)* (2706,7.326433181762695) (595,7.29160213470459) (3273,7.280803680419922)
21: (2140,8.738679885864258) (741,8.436283111572266) (2810,8.2671480178833) (1274,8.043527603149414) (1372,7.362940788269043) (546,7.33154821395874) (327,7.193618297576904) (2495,6.8700056076049805) (2021,6.839928150177002) (1356,6.810741901397705) (2139,6.7531890869140625) (2105,6.726191520690918) (329,6.589730262756348) (2093,6.5708794593811035) (2393,6.518240928649902) (2761,6.4742841720581055) (1570,6.455256462097168) (1391,6.399443626403809) (172,6.398343086242676) (1374,6.386211395263672)
22: (2571,9.631921768188477) (296,9.315254211425781) (2700,9.207622528076172) (1261,8.841155052185059)* (1580,8.807771682739258) (1210,8.735705375671387) (260,8.684035301208496) (480,8.51198673248291) (608,8.488202095031738)* (551,8.473631858825684) (2959,8.399249076843262) (104,8.37160587310791) (110,8.358574867248535)* (47,8.252248764038086)* (353,8.210884094238281) (1206,8.177658081054688) (1197,8.121005058288574) (1213,8.09630012512207) (3033,8.086343765258789)* (1923,8.080578804016113)
23: (1214,11.204644203186035) (1200,10.695208549499512) (2571,10.564276695251465) (1617,10.029515266418457) (1210,9.886513710021973) (1374,9.839025497436523) (3703,9.409734725952148) (3175,9.38139533996582) (1198,9.358063697814941) (1270,9.30381965637207) (1748,9.230749130249023)* (3702,9.066115379333496) (2288,9.064748764038086) (1197,8.864348411560059) (1206,8.84504222869873) (1199,8.827171325683594) (924,8.826249122619629) (1387,8.801955223083496) (1676,8.762069702148438) (1129,8.736308097839355)*
24: (2716,9.165262222290039)* (1097,8.749577522277832) (2762,8.700511932373047) (39,8.641387939453125) (2174,8.532965660095215) (1394,8.429080963134766)* (1961,8.265717506408691) (1196,8.25639820098877) (1285,8.223357200622559) (1641,8.169194221496582) (1784,8.164897918701172) (1210,8.139220237731934) (357,8.1082763671875) (2020,8.039850234985352) (2804,8.021111488342285) (2997,8.002055168151855) (260,7.983211040496826)* (34,7.958644866943359) (296,7.9461750984191895)* (1246,7.917438507080078)
25: (2628,10.099120140075684)* (2571,9.99748420715332) (1210,9.914287567138672)* (3175,9.244501113891602) (260,9.094038009643555)* (3793,9.061797142028809)* (2762,8.877250671386719) (1527,8.756915092468262) (316,8.745650291442871) (2393,8.420459747314453) (589,8.420221328735352) (2355,8.403820037841797) (3114,8.403658866882324)* (1270,8.390369415283203)* (2028,8.377181053161621)* (329,8.375351905822754) (1127,8.31212043762207) (110,8.210408210754395) (2916,7.983769416809082) (1584,7.955534934997559)
26: (539,8.079962730407715) (339,7.87821102142334) (1721,7.860880374908447) (2671,7.544510841369629) (1569,7.539927959442139) (587,7.4550933837890625) (2424,7.352323532104492) (2145,7.311374187469482) (11,7.223445892333984) (2724,7.031875133514404) (3255,6.970027446746826) (380,6.958397388458252) (1777,6.921854019165039) (357,6.886163711547852) (1088,6.874691009521484) (39,6.85064697265625) (2245,6.836275577545166) (2881,6.786672592163086) (708,6.782059192657471) (2942,6.755481243133545)
27: (912,12.085854530334473)* (750,11.199462890625) (904,11.012601852416992) (1284,10.740269660949707) (1230,10.735587120056152) (903,10.600058555603027) (1212,10.391840934753418) (1247,10.389162063598633) (3334,10.264277458190918) (919,10.177460670471191) (1221,10.06183910369873) (2300,10.061446189880371) (1945,9.970345497131348) (1256,9.877679824829102) (1196,9.865509986877441) (969,9.829606056213379) (899,9.76604175567627) (2019,9.73861312866211) (1197,9.641124725341797) (608,9.632740020751953)
28: (1219,9.232739448547363) (899,9.195389747619629) (593,9.042614936828613) (1296,9.010295867919922) (1197,8.996660232543945)* (908,8.846227645874023) (920,8.72479248046875) (296,8.68474006652832) (903,8.641409873962402) (1207,8.57361888885498) (247,8.451059341430664) (926,8.442296028137207) (923,8.398965835571289) (17,8.345577239990234) (858,8.280387878417969) (922,8.25688362121582) (2291,8.185198783874512) (1617,8.179706573486328) (1259,8.179515838623047) (1136,8.167069435119629)*
29: (1201,10.256773948669434) (2951,9.555363655090332) (1214,9.488484382629395)* (2947,9.356803894042969) (3654,9.015800476074219) (1200,8.973153114318848) (1210,8.954070091247559) (3702,8.908920288085938)* (3703,8.841440200805664) (1374,8.710912704467773) (1610,8.69589900970459) (1291,8.566510200500488) (3366,8.537543296813965) (1275,8.485522270202637) (3508,8.412519454956055) (2571,8.25381851196289) (858,8.19363021850586)* (2949,8.174774169921875)* (110,8.134072303771973)* (2000,8.130300521850586)
30: (2692,9.04393196105957) (3578,8.52863597869873) (2396,8.497879028320312) (3083,8.039449691772461) (2762,7.958567142486572)* (3897,7.897670745849609) (50,7.8381242752075195)* (3185,7.812726974487305) (2997,7.751300811767578)* (2357,7.739473819732666) (296,7.590895652770996) (3793,7.560849666595459) (2585,7.422297954559326) (306,7.378372669219971) (3160,7.373624801635742) (2908,7.364776134490967) (260,7.343705654144287) (2324,7.295633792877197) (3006,7.292581558227539) (1704,7.29152774810791)
31: (1278,9.776305198669434) (2406,9.429773330688477) (2797,9.16736125946045) (2791,9.166616439819336) (951,9.000137329101562)* (2100,8.895934104919434) (1294,8.802062034606934) (1220,8.701844215393066) (1079,8.697306632995605) (3061,8.671274185180664) (3421,8.639397621154785) (911,8.620245933532715) (3552,8.517662048339844) (2863,8.47269058227539) (3039,8.42420482635498)* (1136,8.39249038696289) (2470,8.33671760559082) (1256,8.268257141113281) (2946,8.236499786376953) (3361,8.15066909790039)
32: (2396,10.364935874938965) (3578,9.882798194885254) (3481,9.87668514251709) (3897,9.801759719848633) (527,9.453763008117676) (318,9.280299186706543) (1197,9.256705284118652) (593,9.228209495544434)* (1617,9.135459899902344) (260,9.071309089660645) (912,9.061895370483398) (2692,8.951688766479492) (2997,8.91594409942627) (1196,8.833447456359863) (2571,8.807906150817871) (1210,8.80560302734375) (2291,8.74353313446045) (110,8.69912338256836) (1183,8.66174030303955) (50,8.604480743408203)
33: (1994,8.69861125946045)* (1333,8.66628646850586)* (1200,8.39694881439209)* (1321,8.156966209411621) (457,8.103822708129883) (1278,7.850225925445557) (2871,7.821761608123779)* (2366,7.767117023468018) (904,7.760911464691162)* (1345,7.703338623046875) (2664,7.693186283111572)* (1350,7.6079206466674805) (1036,7.512519359588623) (2028,7.440741062164307) (1196,7.431051254272461)* (3551,7.415133476257324) (1610,7.374107837677002)* (1287,7.346315860748291) (1267,7.3056817054748535) (858,7.275476455688477)*
34: (1265,9.813179016113281) (1777,9.67795467376709) (2671,9.384927749633789)* (2797,8.965608596801758) (1569,8.959649085998535) (2716,8.914698600769043)* (357,8.81155776977539) (2145,8.728480339050293)* (104,8.552653312683105) (440,8.54692268371582) (3255,8.52989387512207) (3253,8.503235816955566) (3552,8.480829238891602) (1257,8.429800033569336) (3210,8.316883087158203) (1517,8.312549591064453) (1394,8.27333927154541) (1380,8.249956130981445) (318,8.19480037689209)* (1060,8.113317489624023)
35: (912,8.995620727539062)* (899,8.554788589477539)* (920,8.096051216125488) (898,7.950623989105225) (1947,7.865653038024902) (1296,7.579465866088867) (916,7.535542964935303) (858,7.412539958953857) (913,7.37245512008667) (908,7.358715057373047)* (2067,7.290136814117432) (3545,7.254510879516602) (1307,7.218152046203613) (914,7.1799397468566895) (900,7.144646167755127) (923,7.142975330352783) (1294,7.129283428192139)* (1035,7.107280731201172) (3072,7.051812171936035) (1304,7.051656246185303)
36: (2028,8.513511657714844)* (2000,8.162759780883789)* (1573,7.691017150878906)* (3578,7.423500061035156)* (480,7.407827854156494)* (1270,7.32049036026001)* (2985,7.232868671417236)* (1127,7.135005950927734)* (1370,7.120006561279297)* (1265,7.032318115234375)* (2997,6.886763572692871) (1954,6.818120002746582)* (1220,6.793044567108154) (1721,6.680957317352295) (2700,6.653866767883301)* (2396,6.652036190032959) (2628,6.595291614532471) (648,6.586394786834717)* (780,6.569594383239746)* (3418,6.55681037902832)
37: (539,9.378562927246094) (588,8.645666122436523) (339,8.57490348815918) (2081,8.564128875732422)* (2424,8.518670082092285) (2724,8.31443977355957) (7,8.259766578674316) (1721,8.242037773132324) (914,8.126070976257324) (11,8.117969512939453) (2125,8.056583404541016) (838,8.05308723449707) (595,8.031469345092773) (440,8.022992134094238) (1569,8.011343002319336)* (1265,7.984508514404297) (17,7.939854145050049) (1028,7.85378885269165) (1680,7.85341215133667) (2080,7.850008487701416)*
38: (597,11.347805976867676) (356,10.492490768432617)* (1265,9.889951705932617) (2081,9.481806755065918) (1784,9.416942596435547) (2424,9.40449047088623) (318,9.308960914611816) (3255,9.185652732849121) (1641,9.170417785644531) (2324,9.116613388061523)* (497,8.983802795410156) (34,8.875593185424805) (265,8.846439361572266) (11,8.841476440429688) (3418,8.820536613464355) (527,8.802581787109375) (1680,8.79101848602295) (2125,8.723159790039062) (440,8.710386276245117) (7,8.637911796569824)
39: (2762,13.081842422485352) (2683,12.641678810119629) (2706,11.929190635681152) (785,11.406007766723633) (2716,11.147893905639648)* (2355,11.041166305541992)* (2396,10.903579711914062)* (3578,10.66229248046875)* (3174,10.289462089538574) (2987,10.245915412902832) (2707,10.152664184570312) (2598,10.140959739685059) (1093,10.109686851501465) (3081,10.081046104431152) (2710,10.02263069152832) (2336,9.98985481262207) (3176,9.944069862365723) (2976,9.89412784576416) (2841,9.877941131591797) (3005,9.864218711853027)
40: (1019,10.166007041931152) (1287,10.032014846801758)* (260,9.889129638671875) (3654,9.793901443481445) (1210,9.68163013458252) (2662,9.648219108581543)* (940,9.609134674072266) (2670,9.433370590209961) (1250,9.092501640319824) (2669,8.902073860168457) (3366,8.743148803710938) (110,8.74010181427002) (1253,8.71172046661377) (1201,8.57210922241211) (2015,8.478521347045898) (2366,8.476051330566406) (2628,8.447065353393555) (480,8.298242568969727) (3628,8.283510208129883)* (3035,8.224220275878906)
41: (2396,7.89713191986084) (2125,7.21369743347168) (920,7.034635066986084) (2336,6.916897296905518) (17,6.764771461486816) (3081,6.752657890319824) (595,6.5289154052734375) (527,6.481290817260742) (364,6.436672210693359) (318,6.411027431488037) (2858,6.383358955383301) (2355,6.244198799133301) (356,6.213930130004883) (3051,6.206183433532715) (2686,6.1772027015686035) (1680,6.124912261962891) (1339,6.07606315612793) (593,6.060792446136475) (2443,6.018256664276123) (2394,5.986293315887451)
42: (1210,12.483708381652832)* (2916,11.500185012817383) (780,11.05417537689209) (2571,11.047800064086914) (2528,10.685762405395508) (2000,10.56217098236084) (2288,10.38121223449707)* (1580,10.36536693572998) (3698,10.268181800842285) (3699,10.201268196105957) (2527,10.189164161682129)* (2968,10.117165565490723) (1676,10.032543182373047) (1527,9.995559692382812) (1197,9.923468589782715)* (2115,9.850857734680176) (2393,9.768732070922852)* (1220,9.746329307556152) (592,9.726055145263672) (2872,9.480415344238281)
43: (2683,10.242655754089355) (2355,8.927274703979492) (2716,8.79974365234375) (3408,8.658763885498047) (2694,8.593461990356445) (2770,8.509608268737793) (2598,8.462555885314941) (2502,8.387105941772461) (2572,8.303180694580078) (2881,8.254016876220703) (3005,8.239924430847168) (2688,8.187006950378418) (223,8.164434432983398) (2763,8.11508846282959) (3578,8.04752254486084) (1513,7.983125686645508) (2987,7.956091403961182) (597,7.913240909576416) (2724,7.821488380432129) (3175,7.775539398193359)
44: (1196,9.923680305480957)* (1580,9.53132152557373) (588,9.411293983459473) (2081,9.028671264648438) (2161,8.928479194641113) (1291,8.722847938537598)* (2628,8.678850173950195)* (595,8.647968292236328) (2080,8.619383811950684)* (2797,8.565529823303223)* (3751,8.481788635253906)* (2355,8.417158126831055) (3175,8.322988510131836) (364,8.238326072692871) (2657,8.23458480834961) (2804,8.223653793334961) (592,8.216018676757812) (1376,8.21130084991455) (3114,8.186209678649902) (110,8.15378475189209)
45: (539,10.372458457946777) (339,9.759976387023926)* (838,9.485564231872559) (597,9.412796974182129) (2424,9.29930591583252) (1307,9.200862884521484) (708,9.021777153015137)* (2396,8.838510513305664) (915,8.825114250183105)* (2243,8.791820526123047) (1353,8.767149925231934) (3072,8.56615924835205) (7,8.527861595153809) (1088,8.44149398803711) (2469,8.28414249420166) (1569,8.27191162109375) (898,8.262593269348145) (1042,8.081775665283203) (2724,8.026698112487793) (2302,8.000752449035645)
46: (1976,19.205503463745117)* (1986,17.746177673339844)* (1969,17.56620216369629)* (1992,17.511211395263672) (2279,16.669652938842773) (1991,15.998749732971191) (1330,15.609718322753906) (2514,15.410127639770508) (1342,15.391707420349121) (1993,15.257060050964355) (3843,15.088311195373535) (3696,14.744693756103516) (2315,14.720536231994629) (3021,14.680516242980957) (3837,14.26250171661377) (2898,14.201443672180176) (2513,14.028521537780762) (1987,14.026175498962402) (2460,13.955558776855469) (2459,13.870158195495605)
47: (593,10.736204147338867) (912,10.137035369873047) (1225,10.12657642364502) (1207,9.723023414611816) (296,9.697966575622559) (1704,9.637062072753906) (608,9.605171203613281) (2858,9.597490310668945) (2028,9.258070945739746) (919,9.20956039428711) (2396,9.1749849319458) (923,8.95915412902832) (2324,8.904584884643555) (25,8.777185440063477) (920,8.762447357177734) (111,8.624578475952148) (1358,8.584355354309082) (1961,8.525137901306152) (2762,8.4481201171875) (50,8.44107437133789)
48: (2028,9.368998527526855)* (1197,9.078472137451172) (588,8.910530090332031) (858,8.899489402770996)* (1291,8.877099990844727)* (527,8.81382942199707)* (2628,8.68821907043457)* (912,8.6719388961792)* (595,8.60435676574707) (1097,8.570174217224121)* (318,8.524813652038574)* (908,8.41975212097168) (1282,8.400672912597656) (1265,8.236379623413086) (2081,8.193177223205566) (1610,8.165461540222168)* (1035,8.106158256530762) (1136,8.09813117980957) (750,8.083791732788086) (2080,8.049050331115723)
49: (2571,8.242729187011719) (296,7.9824910163879395)* (246,7.6415510177612305) (1610,7.6022162437438965) (1233,7.530208110809326) (1198,7.5143280029296875) (6,7.502388954162598) (1573,7.48228645324707) (1089,7.373511791229248) (593,7.272845268249512) (3267,7.263930320739746) (1213,7.259917736053467) (1240,7.155184745788574) (110,7.099261283874512) (608,7.079497337341309) (260,7.072887420654297) (3418,7.056055068969727) (2761,7.034330368041992)* (2916,7.001616477966309)* (3265,6.994946002960205)
50: (3753,8.461735725402832) (3594,8.452666282653809) (3534,8.430278778076172) (3408,8.21324348449707) (3512,8.077332496643066) (3484,8.04634952545166) (3409,8.011703491210938) (3798,8.006099700927734) (3578,7.57714319229126) (3510,7.405848979949951) (3513,7.376563549041748) (3825,7.357645034790039) (1035,7.142538070678711) (3897,7.1371636390686035) (3844,7.066710472106934) (3755,7.032381057739258) (3916,7.007538795471191) (3101,6.995678424835205) (3555,6.989221572875977) (1721,6.945128440856934)
51: (3753,8.311405181884766) (3785,8.201370239257812)* (3948,8.142839431762695) (3798,7.95603609085083) (3594,7.860217571258545) (2858,7.733216762542725) (3510,7.547228813171387) (3512,7.527522563934326) (3751,7.461165904998779) (3536,7.346202850341797) (3408,7.342066764831543) (3273,7.327279090881348) (3565,7.316593647003174) (3578,7.292679786682129) (3515,7.1379289627075195) (3882,7.083619117736816) (3752,7.063592433929443) (2355,6.9149250984191895) (3755,6.868791103363037) (3535,6.8665642738342285)
52: (2028,10.483885765075684)* (2353,9.947171211242676)* (165,9.82687759399414)* (434,9.804825782775879) (1370,9.769979476928711) (3256,9.702589988708496) (292,9.681931495666504) (3753,9.592501640319824) (2002,9.454188346862793) (10,9.450695991516113) (1608,9.420685768127441)* (3578,9.364165306091309) (648,9.341800689697266) (2058,9.314433097839355) (2571,9.244470596313477) (480,9.199491500854492) (1918,9.162914276123047) (1917,9.105960845947266) (2490,9.067835807800293) (145,9.007030487060547)
53: (1097,7.419821739196777) (110,7.228861331939697) (293,6.688496112823486)* (296,6.678589820861816)* (480,6.484765529632568)* (1197,6.24963903427124) (2734,6.192160129547119) (1250,6.1914849281311035) (1584,6.098129749298096)* (32,6.041081428527832)* (2826,6.0229692459106445) (1198,5.981681823730469) (1093,5.968972682952881) (1199,5.953303813934326)* (2762,5.929102897644043)* (266,5.868657112121582) (3476,5.85360050201416)* (1994,5.843753337860107)* (610,5.827814102172852) (750,5.821615695953369)
54: (1294,10.509825706481934) (1256,10.268847465515137) (3671,9.833500862121582)* (2863,9.716829299926758) (1077,9.5227689743042) (910,9.485848426818848) (1078,9.404908180236816) (1276,9.399864196777344)* (3504,9.351253509521484)* (2788,9.317330360412598)* (1238,9.217008590698242) (1080,9.038007736206055) (955,8.87824535369873) (3035,8.849882125854492) (3451,8.645842552185059) (1948,8.591147422790527) (750,8.548539161682129) (1394,8.479844093322754)* (905,8.4710111618042) (3088,8.44655990600586)
55: (2028,9.079977989196777) (364,8.851859092712402) (527,8.761466979980469)* (595,8.644593238830566) (590,8.522089004516602) (1721,8.436745643615723) (3147,8.360976219177246) (1,8.3534574508667) (1097,8.114757537841797) (3114,8.027664184570312)* (2355,8.020493507385254) (2858,7.974424362182617) (480,7.904401779174805) (1198,7.708451271057129) (588,7.662004470825195) (1961,7.644992828369141) (1704,7.616491317749023)* (260,7.501645088195801) (3499,7.38707160949707) (34,7.2902069091796875)
56: (1617,11.552053451538086)* (593,11.463793754577637) (1704,11.139819145202637) (1358,10.881775856018066) (1,10.780945777893066)* (3147,10.582735061645508) (47,10.4971342086792) (1265,10.390690803527832) (3006,10.3541841506958) (1784,10.194268226623535) (2599,10.153674125671387) (2268,10.059563636779785) (1393,10.048720359802246) (1466,9.933880805969238) (1912,9.916401863098145) (356,9.855391502380371) (2391,9.80455493927002) (1610,9.776878356933594) (2324,9.664031982421875) (589,9.636475563049316)
57: (1261,9.017492294311523) (1089,8.356905937194824) (2700,8.241076469421387) (3481,8.129473686218262) (3535,7.996762275695801) (3897,7.894407272338867) (2959,7.570706844329834) (1259,7.568145275115967) (3911,7.548149108886719) (296,7.422821521759033) (1288,7.31530237197876) (1215,7.28382682800293) (1222,7.269953727722168) (3327,7.258610248565674) (1673,7.226849555969238) (1073,7.20296573638916) (1136,7.1513142585754395) (3624,7.134258270263672) (223,7.121857166290283) (260,7.106106281280518)
