userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
1: (364,10.236757278442383) (595,9.73875904083252)* (2081,8.249044418334961) (34,7.766838550567627) (1282,7.719094753265381) (2096,7.6399335861206055) (2080,7.349098205566406) (1907,7.293295383453369)* (1210,7.251511573791504) (2087,7.223304748535156) (2078,7.215599536895752) (1032,7.202904224395752) (1196,7.199918270111084) (318,7.152985095977783) (2085,7.145664691925049) (593,7.09584903717041) (2137,7.086815357208252) (2858,6.977133750915527) (2687,6.939729690551758) (1198,6.927180290222168)
12: (260,6.246572017669678) (750,5.954154968261719) (858,5.730682373046875)* (924,5.66495418548584) (1196,5.56111478805542) (912,5.470920085906982) (1148,5.3814287185668945) (608,5.312255859375) (541,5.302211761474609) (2019,5.243408679962158) (1136,5.1587958335876465) (908,5.1120405197143555) (34,5.038611888885498) (2858,4.961047649383545) (745,4.959914684295654) (1214,4.931560039520264) (527,4.928030490875244) (1252,4.915192127227783) (2571,4.9139299392700195) (1204,4.899820804595947)
13: (480,8.494531631469727)* (2628,7.5888590812683105) (1240,7.416740894317627) (1291,7.308023929595947)* (1214,7.002141952514648) (1270,6.98748254776001) (527,6.9003586769104)* (457,6.888099670410156) (1200,6.882370471954346) (1610,6.828179836273193) (2916,6.701675891876221) (1376,6.62624979019165) (1197,6.557332515716553)* (356,6.502701282501221) (2406,6.369083881378174) (1584,6.353440284729004) (648,6.28441047668457) (858,6.2753586769104) (1721,6.259044647216797) (1408,6.235503196716309)
14: (2858,5.429248332977295) (318,4.907075881958008) (608,4.77207612991333) (593,4.740293025970459) (527,4.7102274894714355) (2959,4.666271686553955) (858,4.539206027984619) (50,4.414480209350586) (1617,4.318252086639404) (111,4.312273025512695) (1213,4.283492088317871) (2396,4.125640392303467)* (1221,4.001935005187988) (260,3.993037700653076) (1193,3.980156421661377) (1089,3.947406530380249) (1196,3.943605422973633) (2712,3.894033670425415) (2028,3.8617026805877686) (306,3.843334436416626)
15: (3578,10.21342945098877)* (2763,10.045068740844727) (733,9.855353355407715) (356,9.624381065368652)* (454,9.586196899414062) (318,9.452580451965332)* (3256,9.394773483276367)* (2353,9.39000129699707) (150,9.385753631591797) (1784,9.273706436157227) (1617,9.251864433288574) (349,9.237161636352539) (1580,9.233070373535156) (2355,9.174755096435547) (589,9.042744636535645) (2628,9.042193412780762) (50,8.902732849121094)* (2959,8.85897445678711) (350,8.73202896118164) (590,8.68333625793457)
16: (2706,7.707690715789795) (3114,7.580196857452393) (2762,7.183528423309326) (2881,7.150514602661133) (2716,7.13059663772583) (2694,6.846167087554932) (3157,6.814519882202148) (2541,6.630841255187988) (2485,6.54005765914917) (2688,6.530090808868408) (2396,6.503376007080078) (2987,6.477555751800537) (2858,6.436649799346924) (1959,6.368046760559082) (2605,6.26005220413208) (2770,6.2035088539123535) (3408,6.199621677398682) (2336,6.194161891937256) (3203,6.152735233306885) (1513,6.151003360748291)
17: (1200,12.377530097961426)* (924,12.334945678710938)* (1199,12.150810241699219) (2916,12.116630554199219)* (1527,11.594066619873047)* (2662,10.806611061096191)* (1196,10.557703971862793)* (260,10.309662818908691)* (3702,10.30215072631836) (2968,10.230265617370605) (1097,10.203533172607422) (1396,10.190145492553711) (608,9.96792221069336) (316,9.709615707397461)* (1215,9.630603790283203)* (1676,9.543007850646973) (1233,9.496118545532227) (2009,9.430756568908691) (3699,9.156830787658691)* (1372,9.073927879333496)
18: (364,12.010711669921875)* (1291,10.461609840393066)* (2193,10.130463600158691)* (2571,9.434059143066406) (2081,9.376070022583008)* (1028,9.352534294128418)* (1,9.196794509887695)* (1610,9.105298042297363) (293,8.923985481262207) (457,8.748573303222656) (497,8.645203590393066) (3000,8.604378700256348) (1408,8.579890251159668)* (2687,8.527056694030762) (2138,8.455123901367188) (661,8.3933687210083) (596,8.292994499206543)* (318,8.280778884887695) (47,8.265237808227539) (858,8.243142127990723)
19: (260,10.16708755493164) (3578,9.568489074707031) (1291,9.382506370544434)* (2571,9.160514831542969)* (1196,8.93429183959961)* (1036,8.93095874786377)* (2706,8.693798065185547) (457,8.672929763793945) (2396,8.301349639892578) (2115,8.288874626159668) (2710,8.276971817016602) (2617,8.197629928588867) (2628,8.171714782714844) (2762,8.111565589904785)* (3052,8.099457740783691) (1240,8.033750534057617) (364,7.984318256378174) (253,7.96321964263916) (2167,7.874667167663574) (480,7.827102184295654)*
21: (2140,4.329397678375244) (741,4.324473857879639) (1274,4.153247833251953) (2139,3.6453287601470947) (1205,3.5139708518981934) (720,3.4884755611419678) (1215,3.4677419662475586) (661,3.4525163173675537) (2105,3.4338760375976562) (783,3.382291555404663) (1374,3.2421045303344727) (1025,3.190615177154541) (3702,3.1872379779815674) (1033,3.1609044075012207) (1907,3.152399778366089) (1024,3.108896017074585) (546,3.096804141998291) (1566,3.0963141918182373) (3438,3.0932397842407227) (2761,3.0612356662750244)
22: (2571,9.355877876281738) (296,8.961464881896973) (608,8.924943923950195)* (260,8.73730754852295) (1210,8.170292854309082) (2959,8.16492748260498) (1197,8.034720420837402) (3033,7.977579116821289)* (1580,7.868691921234131) (593,7.619772911071777) (541,7.58950662612915) (1270,7.572713851928711)* (50,7.382768630981445) (1221,7.380520820617676) (2700,7.344958782196045) (592,7.341342449188232) (924,7.29254674911499) (480,7.22763729095459) (1073,7.190530776977539) (1617,7.180727005004883)
23: (2571,11.898808479309082) (1214,10.942702293395996) (1200,10.897082328796387) (1374,10.005436897277832) (1210,9.998380661010742) (3703,9.438128471374512) (1270,9.293618202209473) (1748,9.26695728302002)* (1617,9.1825532913208) (1198,9.068129539489746) (1199,9.021632194519043) (3702,8.902390480041504) (3175,8.749052047729492) (924,8.706849098205566) (1584,8.511236190795898) (1653,8.503121376037598) (1206,8.444127082824707) (1129,8.4362154006958)* (750,8.357808113098145)* (1197,8.339951515197754)
24: (2716,8.637197494506836)* (1196,8.287789344787598) (260,8.150625228881836)* (1097,8.088113784790039) (1210,7.863621711730957) (39,7.534046649932861) (1394,7.52419900894165)* (356,7.31973123550415) (2174,7.2404680252075195) (1961,7.1944899559021) (357,7.112744331359863) (1380,7.060960292816162) (2804,7.054016590118408) (1,6.908473491668701) (34,6.843596458435059) (1240,6.7894086837768555) (3448,6.7888689041137695)* (2000,6.691981315612793) (858,6.659286022186279)* (2762,6.65882682800293)
25: (2571,8.351326942443848) (2628,7.990910530090332)* (3175,7.950925350189209) (316,7.650434970855713) (1210,7.5979461669921875)* (2762,7.590718746185303) (3793,7.508455276489258)* (1584,7.372250080108643) (260,7.180851459503174)* (1527,7.12219762802124) (329,6.990797996520996) (1127,6.985867023468018) (1270,6.870059013366699)* (2393,6.729098320007324) (2959,6.659755706787109) (2105,6.531639575958252) (1375,6.489738464355469) (3033,6.328354835510254) (1396,6.322499752044678) (589,6.295198440551758)
26: (539,10.063136100769043) (2671,9.445551872253418) (1569,9.254231452941895) (2424,9.020127296447754) (1721,8.775211334228516) (587,8.424625396728516) (339,8.30504322052002) (11,8.028594017028809) (1088,7.68829345703125) (2145,7.587042808532715) (1777,7.448176383972168) (2724,7.429542064666748) (3614,7.283048152923584)* (39,7.276353359222412) (736,7.2338128089904785) (1888,7.112504482269287) (357,7.071129322052002) (3528,7.068687438964844) (3259,7.046113014221191) (1183,7.018478870391846)
27: (912,9.246160507202148)* (904,8.991800308227539) (1284,8.243592262268066) (903,8.14095401763916) (750,8.127523422241211) (1212,7.826505661010742) (1230,7.7910380363464355) (1221,7.742551326751709) (1193,7.587773323059082) (111,7.565073490142822) (1219,7.4732255935668945) (3334,7.252537727355957) (1247,7.236258506774902) (608,7.172842025756836) (924,7.111362934112549) (919,7.084835052490234) (1945,6.934627056121826) (527,6.914698600769043) (969,6.868995189666748) (2019,6.83375358581543)
28: (593,8.439974784851074) (908,7.973282814025879) (920,7.8659162521362305) (1193,7.787161350250244) (858,7.710134983062744) (899,7.501158714294434) (1197,7.495491981506348)* (1219,7.441653728485107) (1617,7.3445587158203125) (1259,7.246047496795654) (1094,7.151732444763184) (1207,7.119364261627197) (17,7.090124607086182) (903,7.065257549285889) (296,6.979311943054199) (914,6.9253668785095215) (969,6.92258882522583) (34,6.883302211761475) (2028,6.760098457336426) (265,6.745090484619141)
29: (2947,8.786890983581543) (1201,8.187418937683105) (1291,8.100041389465332) (1210,8.040874481201172) (1214,7.617391109466553)* (3654,7.615063667297363) (2000,7.587985515594482) (2949,7.514348983764648)* (1374,7.469238758087158) (1200,7.451800346374512) (2948,7.225208282470703) (457,7.222227573394775) (858,7.06677770614624)* (2571,7.038804054260254) (2194,7.025070667266846) (1610,6.988667011260986) (1954,6.945889949798584)* (2115,6.856844902038574)* (3702,6.802082538604736)* (2951,6.734744071960449)
30: (2692,6.949615478515625) (3578,6.583452224731445) (50,6.38608455657959)* (1249,6.312829494476318) (2762,6.122405529022217)* (306,5.976352214813232) (3897,5.935125827789307) (3751,5.651142597198486) (3624,5.599013328552246) (2396,5.492852687835693) (3083,5.489416122436523) (3510,5.351783752441406) (293,5.347623825073242) (3481,5.304286003112793) (265,5.258788585662842) (2336,5.220660209655762) (3160,5.1924004554748535) (3793,5.183691501617432) (296,5.130455017089844) (608,5.022034168243408)
31: (2797,9.04202938079834) (2791,8.641044616699219) (1278,8.608210563659668) (1079,7.682698726654053) (1294,7.635992527008057) (3421,7.5734663009643555) (2804,7.404888153076172) (1136,7.377670764923096) (951,7.308211326599121)* (3072,7.298553943634033) (2406,7.285495758056641) (3361,7.2104878425598145) (3552,7.171380043029785) (1394,7.085914611816406) (2100,7.046680450439453) (1256,6.890380382537842) (3039,6.808014392852783)* (1080,6.732698917388916) (1220,6.693702220916748) (1028,6.599094390869141)
32: (3578,7.0739030838012695) (3624,6.684108257293701) (3481,6.577188968658447) (3897,6.353844165802002) (527,6.323887348175049) (2396,6.24461555480957) (1197,6.082014083862305) (1148,6.008874416351318) (593,5.991921424865723)* (3793,5.9616875648498535) (1617,5.942320823669434) (260,5.935798168182373) (318,5.9248366355896) (2571,5.882126331329346) (2762,5.70802116394043)* (912,5.704503059387207) (2692,5.703757286071777) (1196,5.695336818695068) (2997,5.59494161605835) (110,5.5489091873168945)
33: (457,10.10766887664795) (1333,9.937104225158691)* (1036,9.656167984008789) (1200,9.454241752624512)* (1196,9.19941520690918)* (1617,9.159096717834473) (1345,9.096006393432617) (1994,8.98831844329834)* (2000,8.942513465881348)* (318,8.786996841430664)* (2664,8.78101634979248)* (1321,8.722831726074219) (2028,8.600679397583008) (1610,8.5953950881958)* (858,8.527936935424805)* (527,8.508649826049805) (904,8.45203685760498)* (2871,8.414201736450195)* (1954,8.413825988769531) (1291,8.410664558410645)*
34: (1265,10.156351089477539) (1777,8.950297355651855) (2797,8.926076889038086) (2671,8.838382720947266)* (2716,8.717001914978027)* (1569,8.581215858459473) (1394,8.311718940734863) (2145,8.301685333251953)* (357,8.288948059082031) (318,8.259937286376953)* (440,8.137287139892578) (3253,8.044180870056152) (3526,7.989285469055176) (1961,7.949638843536377) (3255,7.864085674285889) (1198,7.809976100921631) (1517,7.7588210105896) (2706,7.722810745239258) (3210,7.678654670715332) (1210,7.666321277618408)
35: (912,10.203289031982422)* (899,8.705974578857422)* (1304,8.531147956848145) (858,8.249080657958984) (1204,7.937727928161621) (923,7.852107048034668) (1947,7.78981351852417) (920,7.703868389129639) (913,7.544146537780762) (750,7.454787731170654) (898,7.408206939697266) (908,7.359753608703613)* (260,7.304080486297607) (1276,7.273008346557617) (1283,7.171760082244873)* (916,7.1316070556640625) (1952,7.078986644744873) (3545,7.074740409851074) (1294,7.00922155380249)* (3307,7.0076470375061035)
36: (2985,9.03305721282959)* (1370,8.852660179138184)* (3578,8.822763442993164)* (2000,8.536949157714844)* (2028,8.521295547485352)* (2353,8.300050735473633)* (480,8.296792984008789)* (1270,8.273098945617676)* (780,8.237589836120605)* (364,8.10218334197998) (1573,8.08712100982666)* (1954,7.987729549407959)* (2761,7.871273994445801)* (2700,7.714666843414307)* (1265,7.653927803039551)* (1127,7.522123336791992)* (1220,7.477750301361084) (648,7.466864585876465)* (2699,7.436829566955566)* (2915,7.408381462097168)*
37: (539,7.638134479522705) (1721,6.94370174407959) (1393,6.737691879272461) (17,6.715622901916504) (1265,6.714974880218506) (339,6.608635902404785) (39,6.496102333068848) (1569,6.212314605712891)* (1,6.180973052978516) (2424,6.169073104858398) (11,6.140280246734619) (914,5.999810695648193) (588,5.902689456939697) (1183,5.886712551116943) (838,5.865368843078613) (595,5.860003471374512) (440,5.859750270843506) (7,5.842903137207031) (2080,5.762758255004883)* (2081,5.754709720611572)*
38: (597,9.764093399047852) (2424,8.358119010925293) (356,8.320399284362793)* (1265,8.057034492492676) (11,7.82064962387085) (440,7.043928623199463) (2125,7.009553909301758) (7,6.9411492347717285) (1784,6.823273181915283) (2724,6.811961650848389) (1680,6.759197235107422) (497,6.498321056365967) (34,6.416072368621826) (1641,6.374237537384033) (1888,6.3706278800964355) (595,6.229674339294434) (3255,6.20214319229126) (265,6.140917778015137) (2081,6.117424011230469) (2485,6.108453750610352)
39: (2762,10.834863662719727) (2683,9.820127487182617) (2706,9.607569694519043) (2396,8.997671127319336)* (2355,8.915022850036621)* (2716,8.556390762329102)* (3578,8.318806648254395)* (2987,8.160242080688477) (2336,8.046703338623047) (3174,7.983015537261963) (3176,7.786481857299805) (785,7.665785789489746) (2712,7.5863776206970215) (2707,7.454427242279053) (1093,7.411221504211426) (2541,7.257766246795654) (2710,7.227684497833252) (2605,7.155493259429932) (3408,7.091228485107422) (2333,7.087093830108643)
40: (3654,8.728395462036133) (1287,8.336583137512207)* (260,7.947547435760498) (940,7.886326789855957) (1019,7.854152202606201) (110,7.766496658325195) (1250,7.636183738708496) (1210,7.428950309753418) (1408,7.396450996398926) (2366,7.342405796051025) (1201,7.269042491912842) (2662,7.257106781005859)* (1233,7.11147928237915) (3366,7.094900608062744) (1304,7.0651421546936035) (3836,7.056966304779053) (590,6.899420261383057) (2028,6.840480804443359) (2670,6.646522521972656) (3494,6.643618583679199)
41: (2355,5.255946636199951) (2396,5.240536689758301) (919,5.015590667724609) (3081,4.832213878631592) (2336,4.729577541351318) (920,4.713802337646484) (595,4.684904098510742) (364,4.632564544677734) (588,4.585233211517334) (1198,4.5365142822265625) (1127,4.369780540466309) (3176,4.338691711425781) (1196,4.326934814453125)* (914,4.324896335601807) (1028,4.312877655029297) (3147,4.263444423675537) (2763,4.230431079864502) (2394,4.22946310043335) (2716,4.227853775024414) (17,4.227381229400635)
42: (1210,12.612199783325195)* (2571,12.368073463439941) (2916,11.715234756469727) (780,11.355048179626465) (1580,10.788612365722656) (2528,10.673575401306152) (1527,10.590810775756836) (3699,10.354813575744629) (2968,10.251298904418945) (2393,10.143250465393066)* (924,10.132966041564941)* (2000,10.020150184631348) (1676,10.012456893920898) (1653,9.976140022277832) (3698,9.82299518585205) (2288,9.55539321899414)* (1909,9.533392906188965) (2716,9.365179061889648) (1197,9.279351234436035)* (32,9.201276779174805)
43: (2683,7.264939785003662) (2355,6.901882648468018) (2716,6.539459705352783) (2763,5.921059608459473) (2881,5.902054309844971) (223,5.883899211883545) (3408,5.794148921966553) (2694,5.73297119140625) (3578,5.7136335372924805) (2572,5.6865315437316895) (2688,5.676938056945801) (2770,5.64695930480957) (2336,5.631587505340576) (3005,5.484603404998779) (3176,5.398501873016357) (2987,5.349678993225098) (2502,5.345611095428467) (1959,5.325821876525879) (1513,5.247997760772705) (2959,5.227890491485596)
44: (1196,11.031825065612793)* (1291,9.794114112854004)* (588,9.316579818725586) (2081,9.297196388244629) (2161,9.223613739013672) (2628,9.208255767822266)* (1580,8.98798942565918) (2797,8.878021240234375)* (1376,8.802992820739746) (2657,8.679961204528809) (592,8.651256561279297) (2080,8.583127975463867)* (2078,8.536506652832031) (595,8.523715019226074) (2005,8.493189811706543) (2791,8.347474098205566) (541,8.205362319946289) (3479,8.148273468017578) (750,8.12786865234375) (1259,8.125946998596191)
45: (539,11.005151748657227) (339,10.420418739318848)* (597,10.006695747375488) (838,9.95316219329834) (2424,9.857982635498047) (1307,9.609811782836914) (2396,9.293153762817383) (1569,9.183221817016602) (708,8.98802375793457)* (915,8.335160255432129)* (2243,8.232421875) (7,8.201772689819336) (898,8.071327209472656) (17,8.017126083374023) (3072,7.847698211669922) (468,7.805459022521973) (1353,7.780548572540283) (916,7.765653133392334)* (2724,7.742414951324463) (2125,7.6850128173828125)
46: (1976,14.647604942321777)* (1969,14.068242073059082)* (1991,12.953062057495117) (1986,11.106966018676758)* (2315,10.900189399719238) (2513,10.88193416595459) (1993,10.698163986206055) (1992,10.09912109375) (2279,9.397875785827637) (2719,9.385783195495605) (1330,9.376178741455078) (3017,8.981261253356934) (1342,8.712313652038574) (328,8.479650497436523) (2149,8.423503875732422) (2389,8.385408401489258) (2995,8.320733070373535) (2460,8.288562774658203) (330,8.145661354064941) (1345,8.101841926574707)
47: (608,7.862533092498779) (2858,7.772926330566406) (593,7.584842681884766) (296,7.101499080657959) (1225,6.825794219970703) (2028,6.581831932067871) (912,6.429029941558838) (1704,6.2866950035095215) (2396,6.265369892120361) (111,6.1428985595703125) (1617,6.1268486976623535) (50,6.063243389129639) (1196,6.023890018463135) (2324,6.01408052444458) (1259,5.982639789581299) (1198,5.972617149353027) (1207,5.928644180297852) (919,5.926468372344971) (260,5.913311958312988) (923,5.8678879737854)
48: (588,9.536930084228516) (595,9.513405799865723) (2628,9.003055572509766)* (1097,8.692564010620117)* (2028,8.59610366821289)* (2080,8.54145336151123) (527,8.360753059387207)* (1291,8.356882095336914)* (2081,8.298431396484375) (1610,8.288957595825195)* (858,8.233774185180664)* (377,8.144789695739746) (1197,8.139427185058594) (318,8.075051307678223)* (1214,7.962826728820801) (912,7.802762031555176)* (1282,7.7353363037109375) (2916,7.7249674797058105) (590,7.669402122497559) (1022,7.6471638679504395)
49: (2571,8.139555931091309) (1240,7.513187885284424) (1214,7.329883098602295) (1610,7.105661869049072) (260,7.048251152038574) (595,6.973171234130859)* (1198,6.857824325561523) (2761,6.831552982330322)* (2916,6.817148685455322)* (1233,6.782674312591553) (3702,6.664253234863281) (6,6.651642799377441) (1221,6.466484546661377) (1036,6.455175876617432)* (296,6.332102298736572)* (588,6.321934700012207) (1089,6.249878883361816) (1387,6.222448348999023) (110,6.214973449707031) (1573,6.206634044647217)
50: (3897,7.091485977172852) (3753,6.970600128173828) (3408,6.791475772857666) (3510,6.3925557136535645) (3481,6.389130115509033) (3578,6.3506646156311035) (3624,6.176970958709717) (3534,6.081557750701904) (1259,6.047521591186523) (3948,5.957234859466553) (3555,5.935497760772705) (3512,5.817730903625488) (3513,5.708029270172119) (3409,5.707140922546387) (3793,5.578999996185303) (3751,5.571430206298828) (3911,5.551128387451172) (3755,5.46173095703125) (110,5.451868534088135) (3893,5.4118547439575195)
51: (2858,7.355439186096191) (3948,7.206528186798096) (3751,6.964415073394775) (3753,6.802672386169434) (3911,6.788543224334717) (3510,6.692473411560059) (3481,6.567241668701172) (3408,6.406329154968262) (3916,6.277326583862305) (3578,6.256850242614746) (3594,6.1693572998046875) (3160,6.00631856918335) (3536,5.923776149749756) (3785,5.863785743713379)* (2706,5.814660549163818) (3512,5.781384468078613) (3624,5.772557735443115) (356,5.7353315353393555) (3882,5.72168493270874) (3752,5.6244611740112305)
52: (2028,7.387704849243164)* (1918,7.290118217468262) (648,7.140989303588867) (1370,7.070158958435059) (2353,6.933039665222168)* (165,6.913489818572998)* (2002,6.87838077545166) (3256,6.818970203399658) (1608,6.6457085609436035)* (1917,6.625353813171387) (10,6.464221000671387) (377,6.354208469390869) (2058,6.345642566680908) (480,6.291652679443359) (292,6.251245021820068) (163,6.187759876251221) (1036,6.158616065979004) (1597,6.1289544105529785) (2571,6.106428146362305) (1291,6.066058158874512)
53: (3476,8.654840469360352)* (1258,8.082950592041016)* (293,8.082867622375488)* (2692,8.030203819274902)* (1093,7.8713202476501465) (3481,7.796231746673584) (288,7.686949729919434) (32,7.622829437255859)* (1298,7.614618301391602) (3160,7.596827983856201) (110,7.538290500640869) (3081,7.34197998046875) (3108,7.282735824584961) (2826,7.275110721588135) (3863,7.039759159088135) (2617,7.0291972160339355) (2174,6.988620758056641)* (306,6.944889068603516) (1193,6.86715030670166)* (2762,6.866694450378418)*
54: (1294,8.065204620361328) (3671,7.963657379150391)* (910,7.203490257263184) (1077,7.1205549240112305) (1256,7.11271858215332) (1276,7.00701379776001)* (1078,6.945074558258057) (3504,6.6640706062316895)* (2863,6.494259834289551) (1244,6.408100605010986) (1197,6.392731189727783) (969,6.376780033111572) (1080,6.3767266273498535) (1270,6.285099506378174) (2657,6.246068954467773) (3362,6.237277507781982) (2791,6.171804904937744)* (1238,6.155426502227783) (3088,6.105323791503906) (2302,6.103050231933594)
55: (2858,8.468070030212402) (527,7.678852558135986)* (608,7.3269429206848145) (2028,7.28800106048584) (296,6.890533924102783) (1704,6.822220802307129)* (1097,6.57893180847168) (1193,6.535475254058838) (1,6.511896133422852) (590,6.426558017730713) (260,6.414065361022949) (34,6.392794132232666) (1259,6.370974540710449) (50,6.342390537261963) (1213,6.332826137542725) (1198,6.234732627868652) (1617,6.212218761444092) (1961,6.12612771987915) (1196,6.110483646392822) (858,6.036853313446045)
56: (1617,8.513907432556152)* (593,8.219482421875) (1,7.7183918952941895)* (1704,7.706847190856934) (1265,7.458329200744629) (356,7.2520246505737305) (47,7.165386199951172) (1358,7.132899284362793) (1393,6.7149457931518555) (2571,6.674417972564697) (2599,6.6375885009765625) (3006,6.607154369354248) (1784,6.563807964324951) (1610,6.529862403869629) (2268,6.505237102508545) (2324,6.439899921417236) (3147,6.386237621307373) (1060,6.297795295715332) (589,6.270833492279053) (21,6.244858741760254)
57: (3897,7.603817939758301) (3481,7.155174255371094) (1259,6.5774641036987305) (296,6.410991191864014) (1673,6.339704513549805) (2291,6.3311896324157715) (608,6.125871658325195) (1148,6.023563385009766) (3911,5.972574710845947) (1213,5.903214454650879) (1089,5.849242687225342) (527,5.826114177703857) (593,5.702897071838379) (1222,5.679196357727051) (50,5.659232139587402) (1261,5.622491359710693) (2997,5.621503829956055) (1193,5.617432594299316) (1288,5.603825569152832) (318,5.517548561096191)
