userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
1: (364,2.608759641647339) (595,2.5622549057006836)* (34,2.216789960861206) (318,2.1379473209381104) (1198,1.8452898263931274) (2081,1.815388798713684) (593,1.8009986877441406) (2858,1.7756012678146362) (2396,1.648090124130249) (1907,1.6182883977890015)* (1210,1.6162261962890625) (2762,1.577247142791748)* (2078,1.5549368858337402) (2080,1.5537104606628418) (2096,1.5427923202514648) (3147,1.5403952598571777) (480,1.5271490812301636) (110,1.5243841409683228) (3751,1.5141438245773315) (1196,1.4907145500183105)
12: (858,2.41861629486084)* (260,1.7601546049118042) (912,1.6134982109069824) (750,1.5195261240005493) (318,1.4776347875595093) (1196,1.4393336772918701) (1213,1.4382823705673218) (608,1.4380155801773071) (1247,1.3640533685684204) (1225,1.339626431465149) (541,1.2990729808807373) (1206,1.2934211492538452) (296,1.2401089668273926) (2019,1.2049185037612915) (50,1.1746293306350708) (924,1.1506149768829346) (1219,1.137474775314331) (1136,1.1275609731674194) (1952,1.0962631702423096) (1214,1.083116054534912)
13: (480,3.248612403869629)* (2628,2.980259895324707) (2858,2.5233898162841797) (1197,2.351928234100342)* (527,2.3483448028564453)* (1291,2.1670093536376953)* (1240,2.1492154598236084) (2762,2.1198863983154297) (858,1.975767970085144) (2396,1.9724273681640625) (1,1.7937910556793213) (2916,1.7511345148086548) (3793,1.6970809698104858) (457,1.6933473348617554) (1270,1.6925238370895386) (608,1.669983148574829) (1193,1.627973198890686) (1376,1.618367075920105) (1610,1.5939127206802368) (1584,1.5890628099441528)
14: (2858,1.76154363155365) (527,1.5659196376800537) (593,1.4180651903152466) (2959,1.4044307470321655) (50,1.375393033027649) (318,1.3712234497070312) (608,1.2871299982070923) (1196,1.1953620910644531) (111,1.1417090892791748) (2028,1.1388342380523682) (3006,1.0804681777954102) (2396,1.0782591104507446)* (1704,1.0233296155929565) (2908,0.9932622909545898) (2324,0.9655886292457581) (260,0.9460753202438354) (2712,0.9084827303886414) (912,0.9082644581794739) (1210,0.8985654711723328) (2599,0.8976383209228516)
15: (3578,3.2983345985412598)* (356,2.5177886486053467)* (318,2.4688525199890137)* (1617,2.4573867321014404) (2763,2.237375020980835) (150,2.1902072429656982) (2355,2.1797924041748047) (733,2.176151990890503) (2959,2.1752660274505615) (1721,2.1700642108917236) (3623,2.0828120708465576) (2605,1.9544895887374878) (2688,1.8812379837036133) (2353,1.8521716594696045) (454,1.8501251935958862) (349,1.839337706565857) (590,1.7865532636642456) (1784,1.7819327116012573) (50,1.7555201053619385)* (3555,1.707084059715271)
16: (3114,2.3100080490112305) (2694,2.068098306655884) (2706,2.0251944065093994) (2881,1.9069339036941528) (2987,1.8722084760665894) (3157,1.7943438291549683) (2688,1.7887818813323975) (3203,1.7403091192245483) (2763,1.710065484046936) (1513,1.6909223794937134) (2541,1.6746207475662231) (2716,1.6600525379180908) (2396,1.6343469619750977) (2707,1.614434838294983) (2485,1.5883655548095703) (1911,1.5598517656326294) (1127,1.5329643487930298) (2722,1.5232940912246704) (2336,1.522321105003357) (2770,1.4731996059417725)
17: (1200,3.38106107711792)* (2916,3.003202438354492)* (1199,2.5021791458129883) (2662,2.492147207260132)* (1196,2.4306600093841553)* (924,2.414867401123047)* (2968,2.233905553817749) (1097,2.084921360015869) (1396,2.0654006004333496) (3702,2.0318121910095215) (608,2.0229949951171875) (318,1.9299770593643188)* (260,1.864052176475525)* (1527,1.834032654762268)* (1215,1.7335164546966553)* (1129,1.6772105693817139)* (2009,1.626642107963562) (3699,1.6099714040756226)* (3770,1.5638633966445923) (3114,1.4920668601989746)*
18: (1291,3.036306381225586)* (364,2.8294923305511475)* (2193,2.4583747386932373)* (2081,2.2329063415527344)* (1,1.9406042098999023)* (1028,1.8961936235427856)* (596,1.8604289293289185)* (2571,1.8562774658203125) (3000,1.8389291763305664) (497,1.7608542442321777) (661,1.7232121229171753) (1148,1.7177881002426147) (1374,1.6337093114852905) (2687,1.6321361064910889) (2138,1.5434616804122925) (1566,1.4799271821975708) (858,1.4718017578125) (1036,1.4689898490905762) (2761,1.4483058452606201) (2090,1.412001609802246)*
19: (260,2.7370336055755615) (1291,2.7341806888580322)* (3578,2.485071897506714) (1196,2.440563201904297)* (480,2.3249998092651367)* (2762,2.2495462894439697)* (3623,2.051629066467285) (2115,2.0251340866088867) (1036,2.022188901901245)* (2706,1.9428811073303223) (1240,1.6683090925216675) (3114,1.6265531778335571)* (2683,1.5981124639511108)* (457,1.5884002447128296) (296,1.5692204236984253) (2628,1.5671305656433105) (1270,1.5513383150100708)* (2571,1.5371127128601074)* (2167,1.5314468145370483) (2605,1.5290824174880981)
21: (2761,2.3425912857055664) (1274,1.7251250743865967) (551,1.6933280229568481) (2355,1.6731746196746826) (3952,1.6342307329177856) (3114,1.5878840684890747) (2140,1.5790859460830688) (2987,1.5769882202148438) (3897,1.5643223524093628) (3504,1.4946941137313843) (3845,1.4854568243026733) (3185,1.4669935703277588) (3863,1.4668997526168823) (1025,1.4614731073379517) (1032,1.4537298679351807) (3357,1.4388185739517212) (2712,1.410399079322815) (1907,1.3542779684066772) (3755,1.3369436264038086) (3910,1.3364951610565186)
22: (296,2.7363109588623047) (50,2.5527901649475098) (2700,2.5144500732421875) (2571,2.513138771057129) (3481,2.455613851547241) (2959,2.3348617553710938) (608,2.304142475128174)* (260,2.180582046508789) (480,2.14774227142334) (1197,2.1067326068878174) (1580,2.0470809936523438) (1210,2.043630838394165) (541,2.032510757446289) (785,2.0082569122314453) (2502,1.9401262998580933) (110,1.928427815437317)* (1206,1.9237209558486938) (551,1.9149022102355957) (924,1.8844293355941772) (593,1.8442281484603882)
23: (2571,3.4828343391418457) (1214,3.0988447666168213) (1210,3.088862895965576) (1200,2.9309911727905273) (3175,2.458650588989258) (1374,2.4558520317077637) (1270,2.1812877655029297) (1199,2.1716578006744385) (1206,2.096165418624878) (3702,2.033332109451294) (1198,2.016252279281616) (750,1.958337426185608)* (1617,1.9417195320129395) (3703,1.935671091079712) (924,1.8978830575942993) (1748,1.8763701915740967)* (1197,1.8224921226501465) (1129,1.7433490753173828)* (2288,1.7264890670776367) (2529,1.713489294052124)
24: (1196,2.7506754398345947) (2716,2.721658706665039)* (1210,2.6522254943847656) (1097,2.4984395503997803) (260,2.3689136505126953)* (2804,2.25966739654541) (1394,2.1148946285247803)* (1961,1.7880572080612183) (3421,1.7410693168640137) (2174,1.6735278367996216) (296,1.6601626873016357)* (356,1.635022521018982) (2355,1.5757420063018799) (1,1.5727633237838745) (2000,1.4721423387527466) (1172,1.4710384607315063) (1393,1.4536749124526978) (480,1.4525421857833862) (1240,1.4199113845825195) (39,1.4105325937271118)
25: (1210,2.9155361652374268)* (3793,2.7117159366607666)* (2628,2.3144941329956055)* (3175,2.2394003868103027) (110,2.0146896839141846) (2571,1.9785223007202148) (3555,1.7924748659133911) (1127,1.5905325412750244) (2959,1.553431749343872) (2762,1.5533208847045898) (260,1.5299845933914185)* (316,1.5280566215515137) (3354,1.4922436475753784) (1584,1.4760546684265137) (589,1.4672667980194092) (329,1.453704595565796) (3624,1.3909696340560913) (2987,1.3878504037857056)* (2355,1.3728067874908447) (1270,1.3112648725509644)*
26: (1721,2.1595733165740967) (11,2.118767499923706) (1569,2.0262060165405273) (587,1.8372055292129517) (2861,1.754379153251648) (339,1.7454254627227783) (539,1.7376567125320435) (2671,1.7181302309036255) (1088,1.6586377620697021) (2424,1.6382882595062256) (1888,1.494166374206543) (2881,1.4816648960113525) (2145,1.453442931175232) (1835,1.3964658975601196) (1183,1.3855162858963013) (3259,1.3823260068893433) (440,1.3543952703475952) (2248,1.3337702751159668) (3512,1.2907898426055908) (2485,1.2692614793777466)
27: (912,3.0093789100646973)* (904,2.801783800125122) (1221,2.5233664512634277) (750,2.2916016578674316) (1284,2.223435401916504) (903,2.178602695465088) (1230,2.1622185707092285) (1219,1.9988116025924683) (1212,1.9722537994384766) (919,1.900553584098816) (1304,1.8842231035232544) (527,1.843422770500183) (1256,1.8148401975631714) (2019,1.7936502695083618) (111,1.7722355127334595) (50,1.6930203437805176) (3095,1.6433807611465454) (1193,1.6063957214355469) (1247,1.5681849718093872) (1196,1.524581789970398)
28: (593,2.8052847385406494) (1197,2.7489407062530518)* (1259,1.9608122110366821) (858,1.9361169338226318) (296,1.914446473121643) (1617,1.8422905206680298) (2571,1.766750454902649) (589,1.7639240026474) (908,1.7578010559082031) (1097,1.7451869249343872) (920,1.615348219871521) (110,1.6050175428390503) (2997,1.5607510805130005)* (1240,1.541150689125061) (899,1.5385668277740479) (2692,1.527022361755371) (2028,1.5166285037994385) (1270,1.4961352348327637) (457,1.4736409187316895) (1296,1.4618796110153198)
29: (1210,2.762794017791748) (858,2.6358437538146973)* (1200,2.6353697776794434) (2947,2.5952506065368652) (1214,2.5581257343292236)* (1291,2.3851089477539062) (2000,2.317301034927368) (3654,2.1946797370910645) (110,2.1256513595581055)* (2028,2.109952688217163) (1201,2.0798606872558594) (2948,2.045309543609619) (969,1.9953722953796387) (3702,1.9868215322494507)* (1374,1.9603967666625977) (1954,1.9503740072250366)* (2194,1.9462095499038696) (457,1.9218040704727173) (1221,1.9014227390289307) (2949,1.7820608615875244)*
30: (912,2.791449785232544) (260,2.547729015350342) (3897,2.4364395141601562) (50,2.361790418624878)* (2324,2.2827417850494385) (2692,2.2665088176727295) (1704,2.2596957683563232) (2762,2.242319345474243)* (608,2.08565616607666) (2396,2.053171157836914) (1193,2.0274555683135986) (296,1.96173894405365) (3160,1.8758474588394165) (213,1.870254397392273) (3006,1.8330836296081543) (1213,1.8144282102584839) (2908,1.8091461658477783) (1196,1.7449883222579956) (265,1.7307759523391724) (858,1.6756983995437622)
31: (1278,2.5787606239318848) (2791,2.362037420272827) (1294,2.3391878604888916) (3421,2.047569990158081) (1079,1.9526762962341309) (2797,1.9230856895446777) (951,1.8564339876174927)* (1136,1.842623233795166) (2804,1.5836375951766968) (1256,1.568611979484558) (3552,1.5547860860824585) (916,1.5489284992218018) (2406,1.5109517574310303) (3361,1.5049223899841309) (911,1.4626102447509766) (3072,1.4599727392196655) (1394,1.4562400579452515) (3035,1.430661916732788) (921,1.4077545404434204) (3039,1.4006649255752563)*
32: (2997,2.0229384899139404) (1148,1.6938215494155884) (593,1.5551797151565552)* (1197,1.5462448596954346) (3578,1.524552345275879) (265,1.4829542636871338) (2571,1.479659080505371) (3624,1.4633439779281616) (2291,1.4268267154693604) (50,1.4231983423233032) (318,1.417354941368103) (1249,1.4129806756973267) (356,1.3775997161865234) (1196,1.3538755178451538) (2692,1.3402647972106934) (3793,1.3377968072891235) (527,1.3261889219284058) (110,1.325366735458374) (2396,1.3116523027420044) (1617,1.3043643236160278)
33: (457,3.3126018047332764) (1200,3.1862058639526367)* (1036,2.954284191131592) (858,2.5695877075195312)* (1196,2.39155650138855)* (1333,2.313668727874756)* (2000,2.277266025543213)* (1954,2.1569650173187256) (110,2.1505069732666016) (2664,2.1128220558166504)* (527,2.110870122909546) (296,2.08194637298584) (318,2.049764394760132)* (2028,1.99507474899292) (904,1.9290086030960083)* (1610,1.9281049966812134)* (1617,1.9184216260910034) (2871,1.872253179550171)* (2947,1.8675057888031006)* (2366,1.8481202125549316)
34: (1265,2.7422406673431396) (2716,2.2681450843811035)* (1777,2.0584564208984375) (2671,1.9058669805526733)* (1569,1.8564361333847046) (440,1.7997254133224487) (3512,1.7343041896820068) (3114,1.7192593812942505) (1257,1.6761045455932617) (2724,1.6571786403656006) (357,1.6531707048416138) (2797,1.652113914489746) (2762,1.5800048112869263) (2706,1.564227819442749) (2125,1.5323503017425537) (3253,1.5247223377227783) (3552,1.5091278553009033) (3210,1.4710323810577393) (2145,1.4687104225158691)* (318,1.446862816810608)*
35: (912,2.451160192489624)* (899,1.9721399545669556)* (898,1.4792170524597168) (2019,1.4239568710327148)* (3545,1.3896478414535522) (1947,1.3482024669647217) (1188,1.3218097686767578) (908,1.229702353477478)* (260,1.222963809967041) (3742,1.213518738746643) (951,1.2124885320663452) (1256,1.2112047672271729) (3307,1.205091118812561) (955,1.1847865581512451) (1283,1.1686387062072754)* (1254,1.1571027040481567) (1204,1.151066541671753) (916,1.123815655708313) (900,1.1191506385803223) (1304,1.1148412227630615)
36: (2028,2.9582278728485107)* (480,2.406057834625244)* (1270,2.314969778060913)* (2000,2.2834692001342773)* (3578,2.282637596130371)* (1370,1.9138379096984863)* (780,1.8635408878326416)* (1265,1.809507131576538)* (1127,1.7988131046295166)* (2353,1.7723720073699951)* (3203,1.6994432210922241) (2268,1.6450577974319458) (50,1.6329576969146729) (440,1.6186132431030273) (1573,1.6009310483932495)* (3555,1.5650922060012817) (2985,1.504018783569336)* (2628,1.4584455490112305) (2947,1.4491294622421265) (1242,1.4332329034805298)
37: (1721,2.0650923252105713) (1265,1.9690401554107666) (539,1.90188729763031) (39,1.7457122802734375) (339,1.720887303352356) (1,1.5242679119110107) (440,1.4895567893981934) (1393,1.4730453491210938) (1569,1.4365612268447876)* (11,1.4351321458816528) (1680,1.4222993850708008) (2125,1.4222265481948853) (17,1.4075950384140015) (7,1.3964608907699585) (2485,1.3672116994857788) (2424,1.3563964366912842) (919,1.3343291282653809) (2081,1.316185474395752)* (902,1.286163568496704) (2080,1.277729868888855)*
38: (597,2.6975033283233643) (356,2.3497443199157715)* (1265,1.9000842571258545) (2424,1.843037724494934) (2724,1.8158930540084839) (11,1.7425673007965088) (2125,1.6711980104446411) (497,1.5672193765640259) (2081,1.5053244829177856) (7,1.5030417442321777) (1680,1.483003854751587) (595,1.3437072038650513) (1923,1.3092937469482422) (222,1.3014992475509644) (1784,1.2781264781951904) (1641,1.2668193578720093) (1888,1.262064814567566) (440,1.2575969696044922) (605,1.2347984313964844) (2324,1.2241629362106323)*
39: (2762,3.3180105686187744) (2683,3.255314826965332) (2706,2.657094717025757) (2396,2.5345327854156494)* (2716,2.415640354156494)* (3578,2.411890745162964)* (785,2.3401782512664795) (2355,2.328653335571289)* (2987,2.325336217880249) (3174,2.152985095977783) (2694,1.993882179260254) (3081,1.944139838218689) (3793,1.9273344278335571)* (2336,1.8807647228240967) (2707,1.8748921155929565) (3176,1.7815252542495728) (2976,1.7753957509994507) (1093,1.773782730102539) (2712,1.6254208087921143) (1210,1.6238881349563599)
40: (1210,2.6807990074157715) (3654,2.612915515899658) (260,2.5993542671203613) (2028,2.4362175464630127) (590,2.275648355484009) (480,2.2539222240448) (527,2.186243772506714) (1250,2.1751294136047363) (3366,2.107849359512329) (1019,2.088101387023926) (1374,2.0210275650024414) (1287,1.9391117095947266)* (2366,1.9054689407348633) (2396,1.8973087072372437) (110,1.860217571258545) (2670,1.8440954685211182) (2662,1.843586802482605)* (3628,1.8259179592132568)* (1233,1.8185696601867676) (1356,1.777370810508728)
41: (3081,2.1559250354766846) (2571,1.606123685836792) (3578,1.3235695362091064) (3273,1.258741855621338) (3623,1.2449878454208374) (3176,1.2188507318496704) (2396,1.1894925832748413) (3147,1.151119589805603) (2572,1.138944149017334) (1196,1.088836431503296)* (2959,1.0667991638183594) (2485,1.0233418941497803) (527,1.0146007537841797) (2716,1.013469934463501) (1127,1.0134180784225464) (2706,1.0075304508209229) (1407,0.9735462665557861) (2995,0.9637049436569214) (1717,0.9618338942527771) (2683,0.9518917798995972)
42: (1210,4.089023113250732)* (780,2.6302318572998047) (2916,2.5914573669433594) (2571,2.5033562183380127) (1580,2.276837110519409) (2528,2.1624395847320557) (2000,2.101818323135376) (2968,2.0721895694732666) (2393,2.0699408054351807)* (1527,2.0667757987976074) (1197,2.0497467517852783)* (3699,2.0295398235321045) (1653,1.9486724138259888) (2288,1.9218487739562988)* (1909,1.9215080738067627) (2716,1.8676875829696655) (1676,1.839461088180542) (32,1.8265239000320435) (2001,1.7808797359466553) (592,1.7150862216949463)
43: (2683,2.382425546646118) (3408,2.2753047943115234) (2355,2.202561855316162) (223,1.803732991218567) (3578,1.7150110006332397) (2716,1.7078490257263184) (3176,1.6253039836883545) (3005,1.5715830326080322) (2959,1.5662598609924316) (2881,1.556381344795227) (2694,1.556187391281128) (2763,1.5331063270568848) (2336,1.5043060779571533) (2770,1.478070855140686) (2541,1.427914023399353) (3175,1.4163634777069092) (2688,1.4004161357879639) (2841,1.396567463874817) (2987,1.355038046836853) (2724,1.3540658950805664)
44: (1196,3.5549352169036865)* (1580,2.7077553272247314) (2628,2.5920422077178955)* (1291,2.4623706340789795)* (110,2.4043126106262207) (2355,2.1207170486450195) (1259,2.108999729156494) (1214,1.8942110538482666) (588,1.8903940916061401) (2791,1.8648202419281006) (2858,1.84317946434021) (3175,1.7317616939544678) (541,1.7303320169448853) (2081,1.7120959758758545) (2161,1.710390329360962) (3114,1.708932638168335) (2657,1.6996822357177734) (2005,1.6714208126068115) (2804,1.6522719860076904) (3751,1.6343265771865845)*
45: (539,2.6762828826904297) (1307,2.564532995223999) (2396,2.5344083309173584) (915,2.3981804847717285)* (2424,2.2153098583221436) (1393,2.1878180503845215) (898,2.158832550048828) (916,2.1062374114990234)* (1269,2.0758275985717773) (838,1.9717463254928589) (597,1.8251370191574097) (1569,1.790747046470642) (339,1.7871698141098022)* (932,1.7504677772521973) (7,1.7452526092529297) (17,1.736952543258667) (356,1.7331820726394653) (933,1.731364130973816) (1353,1.716453194618225) (1721,1.7154762744903564)
46: (1976,6.178603649139404)* (3942,5.9022626876831055) (1993,5.789377689361572) (1992,5.432125091552734) (3409,5.406632900238037) (1969,5.206141471862793)* (2315,5.077023983001709) (1991,5.05104923248291) (1986,4.917510509490967)* (3941,4.64676570892334) (3940,4.5351457595825195) (3190,4.519369602203369) (1990,4.51704216003418) (2719,4.372861862182617) (330,4.254230499267578) (3484,4.091623306274414) (3316,4.055823802947998) (2995,4.03828239440918) (1330,3.788048267364502) (2279,3.7687408924102783)
47: (593,2.568621873855591) (296,2.2731847763061523) (2858,2.2403175830841064) (608,2.225491523742676) (2028,2.019710063934326) (912,1.6003881692886353) (1225,1.5827510356903076) (1207,1.4974130392074585) (50,1.4110509157180786) (1196,1.3739005327224731) (1704,1.3709336519241333) (1198,1.3142908811569214) (2396,1.270171880722046) (919,1.2566328048706055) (2324,1.2555489540100098) (110,1.2471688985824585) (1617,1.2304253578186035) (260,1.2236411571502686) (111,1.214974284172058) (923,1.1824359893798828)
48: (2028,3.5500097274780273)* (527,2.9278924465179443)* (858,2.4507148265838623)* (318,2.3977067470550537)* (2628,2.3147501945495605)* (1610,2.201434850692749)* (1197,2.1779634952545166) (1291,2.146385431289673)* (1214,2.089773654937744) (1097,1.9531086683273315)* (912,1.8581957817077637)* (1200,1.835832953453064) (2716,1.7980562448501587) (1265,1.775519609451294) (588,1.7331746816635132) (595,1.6851508617401123) (2916,1.623536467552185) (750,1.6228488683700562) (1356,1.4948127269744873) (1136,1.4773311614990234)
49: (2571,2.8275208473205566) (260,2.314804792404175) (1214,2.2200229167938232) (1240,2.172518253326416) (110,2.047210454940796) (1198,2.002866268157959) (2916,1.9470980167388916)* (2355,1.8150674104690552)* (1233,1.7865784168243408) (1036,1.722546935081482)* (1610,1.70654296875) (2761,1.6050471067428589)* (480,1.5659537315368652)* (1573,1.5505053997039795) (318,1.528650164604187) (1387,1.5075474977493286) (1221,1.4822227954864502) (1527,1.401711106300354) (1617,1.396502137184143) (1356,1.3678066730499268)*
50: (3753,2.4980974197387695) (3409,2.167450428009033) (3484,1.904074788093567) (3555,1.8725922107696533) (3513,1.868201732635498) (3534,1.773123860359192) (3578,1.686506986618042) (3408,1.643558144569397) (3173,1.5698792934417725) (3624,1.4494414329528809) (2572,1.4343864917755127) (3623,1.4199583530426025) (3273,1.3646396398544312) (3512,1.3508927822113037) (110,1.2936012744903564) (3148,1.2851858139038086) (2694,1.2823801040649414) (3510,1.270387053489685) (3316,1.253446340560913) (3793,1.2414222955703735)
51: (3753,2.936408758163452) (3751,2.7442362308502197) (2858,2.7002334594726562) (3578,2.5791866779327393) (3948,2.2515175342559814) (356,2.144196033477783) (2572,2.1173059940338135) (3755,2.070239543914795) (3510,2.0497984886169434) (3481,2.0332467555999756) (3594,2.023845911026001) (3555,1.8959678411483765) (3536,1.8128001689910889) (3882,1.7865207195281982) (3515,1.7795192003250122) (2700,1.7715785503387451) (3916,1.7140803337097168) (3752,1.706728219985962) (3785,1.6627620458602905)* (2706,1.639381766319275)
52: (2028,2.3843817710876465)* (1370,2.2523763179779053) (3256,2.0911808013916016) (480,1.9350125789642334) (2353,1.9144763946533203)* (377,1.8079872131347656) (2571,1.7500020265579224) (1917,1.7374085187911987) (1608,1.713453769683838)* (2058,1.7096467018127441) (165,1.676783800125122)* (648,1.6524124145507812) (1049,1.6022858619689941) (2002,1.580964207649231) (1918,1.574967622756958) (1527,1.5376166105270386) (1101,1.5192983150482178) (736,1.4856212139129639) (593,1.4819520711898804)* (10,1.4734628200531006)
53: (110,2.8561460971832275) (32,2.4901797771453857)* (908,2.481692314147949) (1198,2.451798677444458) (480,2.315239906311035)* (778,2.314384937286377) (1258,2.269002676010132)* (1093,2.22991681098938) (3476,2.018353223800659)* (1097,2.015026092529297) (265,1.9651520252227783)* (555,1.9405741691589355) (16,1.91102933883667)* (750,1.8762784004211426) (2762,1.7962552309036255)* (1909,1.788893222808838) (1959,1.7562991380691528) (1197,1.7558209896087646) (2657,1.750339150428772)* (3159,1.743376612663269)
54: (1294,2.6600825786590576) (3671,2.29716157913208)* (1256,2.202582836151123) (2791,2.0964303016662598)* (910,1.9982136487960815) (2396,1.9464648962020874) (1270,1.9053798913955688) (1265,1.8739899396896362) (1580,1.8256958723068237) (969,1.7675879001617432) (3504,1.7640067338943481)* (1394,1.7424410581588745)* (3114,1.7379828691482544) (2804,1.7087512016296387) (1259,1.6888821125030518) (1276,1.6757621765136719)* (1288,1.6139570474624634) (1080,1.5995436906814575) (2657,1.5769767761230469) (2788,1.566594123840332)*
