userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
1: (595,1.8365012407302856)* (364,1.7740353345870972) (1210,1.5273066759109497) (34,1.465660810470581) (2081,1.460278868675232) (593,1.4042880535125732) (2762,1.3662687540054321)* (1196,1.3206169605255127) (2096,1.2855271100997925) (318,1.2102242708206177) (1198,1.1837354898452759) (2080,1.1766246557235718) (2078,1.1389929056167603) (1688,1.1197277307510376) (3147,1.1130777597427368) (2687,1.0975850820541382) (2087,1.0655244588851929) (1907,1.0338554382324219)* (1704,1.0293211936950684) (2565,0.9892415404319763)
12: (858,1.5230138301849365)* (260,1.2188549041748047) (750,1.103312373161316) (1136,1.036393404006958) (1206,1.030564308166504) (912,1.005030870437622) (541,0.9308015704154968) (1219,0.8753278851509094) (2019,0.8615906834602356) (924,0.8375550508499146) (608,0.8337453603744507) (50,0.8323497176170349) (1213,0.7780515551567078) (1196,0.7702943682670593) (1225,0.7644546627998352) (296,0.752192497253418) (1952,0.7509369254112244) (1148,0.7422779202461243) (1214,0.7134829163551331) (1204,0.6963757276535034)
13: (480,2.2262210845947266)* (2628,2.0756947994232178) (527,1.9909604787826538)* (2858,1.8832447528839111) (1197,1.5462977886199951)* (858,1.4914313554763794) (2762,1.474902629852295) (1291,1.4373379945755005)* (1240,1.2873263359069824) (2396,1.283390760421753) (2916,1.279292106628418) (457,1.2587686777114868) (1617,1.2569215297698975) (316,1.2508835792541504) (1214,1.2415789365768433) (1610,1.2261197566986084) (3793,1.2068613767623901) (608,1.1591800451278687) (1225,1.1523500680923462) (1584,1.146632194519043)
14: (318,1.076540470123291) (2959,1.0303977727890015) (2858,1.012395977973938) (527,0.9296205043792725) (50,0.8187853693962097) (1210,0.7965417504310608) (1196,0.7916436791419983) (608,0.7765785455703735) (593,0.751044511795044) (111,0.725678563117981) (260,0.7205864787101746) (2706,0.6994155645370483) (2712,0.6919095516204834) (1213,0.6779634356498718) (1617,0.6679697632789612) (2028,0.6587230563163757) (912,0.6559820175170898) (2628,0.6448974609375) (1193,0.6140926480293274) (1221,0.609070360660553)
15: (3578,2.3506128787994385)* (356,1.7744382619857788)* (1721,1.7580972909927368) (2763,1.6204499006271362) (318,1.6109853982925415)* (2605,1.5575286149978638) (2688,1.529354214668274) (1617,1.5001369714736938) (150,1.489286184310913) (2355,1.4482446908950806) (2353,1.4301499128341675) (3623,1.4088075160980225) (733,1.382466435432434) (454,1.3684121370315552) (1784,1.361181616783142) (2959,1.3510663509368896) (3513,1.3295917510986328) (589,1.2840149402618408) (2881,1.2345786094665527) (1393,1.1978460550308228)
16: (2694,1.7806295156478882) (3114,1.6706267595291138) (2688,1.5198043584823608) (2716,1.4660881757736206) (2881,1.4200859069824219) (2541,1.314544677734375) (2706,1.3117731809616089) (3157,1.2802588939666748) (2770,1.2709721326828003) (2013,1.2471117973327637) (3408,1.2467620372772217) (2987,1.2109111547470093) (1513,1.2018451690673828) (3005,1.1919686794281006) (2763,1.1846619844436646) (2396,1.175273060798645) (3203,1.1692888736724854) (2485,1.1520249843597412) (1959,1.1475223302841187) (2336,1.1267186403274536)
17: (1200,2.6567859649658203)* (2916,2.0436534881591797)* (924,1.8096179962158203)* (1097,1.7961817979812622) (2662,1.758105754852295)* (1396,1.7467142343521118) (1196,1.742253065109253)* (2968,1.6959515810012817) (1199,1.630684494972229) (608,1.5326799154281616) (1527,1.5141582489013672)* (3702,1.4291285276412964) (3699,1.3695236444473267)* (3114,1.3193343877792358)* (2761,1.2734482288360596) (1215,1.258039116859436)* (2009,1.2543318271636963) (260,1.2303646802902222)* (3770,1.1988412141799927) (1676,1.152711033821106)
18: (1291,2.016920804977417)* (364,1.9598864316940308)* (2193,1.8543057441711426)* (2081,1.563486933708191)* (1028,1.4777663946151733)* (3000,1.4691654443740845) (596,1.3642350435256958)* (661,1.3357175588607788) (1,1.2793145179748535)* (2571,1.2344036102294922) (858,1.2269208431243896) (2138,1.2268054485321045) (1566,1.1999657154083252) (1374,1.1915903091430664) (293,1.1810176372528076) (497,1.1661105155944824) (2090,1.1609386205673218)* (2687,1.1377463340759277) (1223,1.122329592704773) (720,1.0773743391036987)
19: (3578,2.1878066062927246) (260,1.8640092611312866) (1291,1.7733381986618042)* (2706,1.7211041450500488) (1196,1.6873518228530884)* (3114,1.6793240308761597)* (2762,1.5487545728683472)* (2571,1.5152184963226318)* (2683,1.4081145524978638)* (1036,1.3778029680252075)* (1240,1.3214598894119263) (2997,1.3184070587158203) (1214,1.28561270236969) (3753,1.2626879215240479) (589,1.2058736085891724)* (457,1.195659875869751) (3623,1.161468267440796) (3174,1.0915566682815552)* (2396,1.0864734649658203) (2628,1.0858855247497559)
21: (3751,1.9418001174926758) (3615,1.394297480583191) (3897,1.3352649211883545) (2761,1.2902532815933228) (3618,1.2529747486114502) (2140,1.166035771369934) (1274,1.1600847244262695) (2959,1.1381386518478394) (3174,1.1062062978744507) (551,1.0827358961105347) (741,1.0580443143844604) (2161,1.0558418035507202) (2394,1.055118203163147) (3793,1.0495879650115967) (2116,1.0481462478637695) (2021,1.0372525453567505) (1527,1.03536856174469) (3952,1.0310451984405518) (2987,1.0276875495910645) (32,1.0224449634552002)
22: (296,2.1082632541656494) (260,1.829140305519104) (2571,1.8198336362838745) (2959,1.7663065195083618) (608,1.76587975025177)* (785,1.7064870595932007) (1210,1.6361167430877686) (1197,1.6299480199813843) (541,1.5154308080673218) (1221,1.4584145545959473) (2804,1.4555621147155762) (593,1.4409595727920532) (47,1.4147869348526)* (50,1.4086605310440063) (551,1.3814198970794678) (480,1.372446060180664) (110,1.364954948425293)* (1580,1.3449658155441284) (2700,1.3289475440979004) (1206,1.3194539546966553)
23: (2571,2.4679534435272217) (1214,2.1046864986419678) (1210,1.9717729091644287) (1200,1.9456782341003418) (1270,1.5764257907867432) (3175,1.5474578142166138) (1374,1.531272530555725) (3702,1.5110830068588257) (1197,1.3846806287765503) (1199,1.3658900260925293) (3703,1.3517379760742188) (1206,1.3258726596832275) (1748,1.2986700534820557)* (1617,1.283138394355774) (1653,1.2831132411956787) (2288,1.2195351123809814) (2529,1.2049486637115479) (1129,1.1958706378936768)* (1198,1.1924266815185547) (924,1.1885871887207031)
24: (1210,2.0335075855255127) (2716,1.9766556024551392)* (1196,1.9583325386047363) (1097,1.7459615468978882) (260,1.6901946067810059)* (2804,1.5904364585876465) (1961,1.4731242656707764) (1,1.407569169998169) (356,1.3931841850280762) (1394,1.2916687726974487)* (2174,1.2356173992156982) (3421,1.2196327447891235) (2000,1.2021714448928833) (39,1.1881120204925537) (2355,1.1851552724838257) (34,1.1842405796051025) (296,1.1489677429199219)* (3114,1.1056876182556152) (480,1.0354385375976562) (3101,1.0231353044509888)
25: (3793,2.0045454502105713)* (3175,1.6199016571044922) (2628,1.606571912765503)* (1210,1.6014442443847656)* (2571,1.3598617315292358) (2959,1.3446491956710815) (2987,1.2964184284210205)* (316,1.2535265684127808) (260,1.2042392492294312)* (2355,1.1728094816207886) (3114,1.1714657545089722)* (3174,1.126513957977295)* (1527,1.0631141662597656) (2762,1.0214189291000366) (329,1.0183581113815308) (1584,0.9898607730865479) (3081,0.9442562460899353) (589,0.8927638530731201) (2394,0.8606112003326416) (110,0.8430142998695374)
26: (1721,1.8097631931304932) (539,1.5797563791275024) (1569,1.5001888275146484) (2424,1.485887050628662) (11,1.4747979640960693) (2861,1.4271637201309204) (587,1.4248237609863281) (1088,1.3863176107406616) (1888,1.314917802810669) (2671,1.290071964263916) (2881,1.247339129447937) (2485,1.2012004852294922) (3259,1.1855652332305908) (266,1.1443283557891846) (524,1.1256654262542725)* (339,1.1190255880355835) (2724,1.1087878942489624) (140,1.1055479049682617) (39,1.0971252918243408) (1959,1.0945814847946167)
27: (912,2.2659542560577393)* (904,2.0698790550231934) (750,1.750208854675293) (1193,1.6112393140792847) (1284,1.5904229879379272) (1230,1.5225740671157837) (903,1.5183361768722534) (919,1.4461593627929688) (111,1.4326800107955933) (1221,1.3952714204788208) (1219,1.3709701299667358) (1212,1.3489727973937988) (2019,1.3273924589157104) (527,1.2815440893173218) (3095,1.2645976543426514) (899,1.2488945722579956) (1247,1.236075758934021) (969,1.1890051364898682) (1256,1.1567424535751343) (593,1.149180293083191)
28: (593,2.1258842945098877) (1197,1.8564237356185913)* (1259,1.436024785041809) (908,1.3903813362121582) (858,1.350634217262268) (2571,1.2719073295593262) (110,1.253446340560913) (1193,1.2299644947052002) (1136,1.205815315246582)* (920,1.157236933708191) (899,1.0964077711105347) (969,1.083621859550476) (265,1.0786917209625244) (1097,1.0701934099197388) (1617,1.0695573091506958) (1296,1.0668885707855225) (2804,1.045675277709961) (1219,1.0353429317474365) (296,1.0310510396957397) (589,1.0303717851638794)
29: (1210,2.077634572982788) (1200,1.8071134090423584) (1214,1.7072763442993164)* (2947,1.6549957990646362) (1291,1.6472824811935425) (2028,1.6190083026885986) (858,1.53360116481781)* (3654,1.4922212362289429) (2000,1.4888972043991089) (1374,1.3934903144836426) (2948,1.3922512531280518) (3702,1.3791859149932861)* (1201,1.3731197118759155) (969,1.3649580478668213) (2194,1.3603702783584595) (457,1.3440171480178833) (110,1.340755581855774)* (1954,1.3216350078582764)* (2571,1.2959842681884766) (2949,1.2655583620071411)*
30: (1213,1.747839093208313) (50,1.7294161319732666)* (296,1.628806233406067) (2692,1.5294371843338013) (3897,1.5002713203430176) (2324,1.4835479259490967) (3948,1.4475927352905273) (2762,1.4312151670455933)* (2997,1.3885244131088257)* (2908,1.3200074434280396) (265,1.279373288154602) (3578,1.2655569314956665) (3006,1.1799376010894775) (2396,1.1571009159088135) (912,1.1386319398880005) (306,1.1262840032577515) (1704,1.068658709526062) (3617,1.0415979623794556) (2357,1.0338985919952393) (1089,1.0110076665878296)
31: (1278,1.7214012145996094) (951,1.6155115365982056)* (1294,1.5485113859176636) (1079,1.5287641286849976) (3421,1.515906572341919) (2791,1.426492691040039) (1136,1.3803335428237915) (1256,1.3356674909591675) (2797,1.2595044374465942) (2406,1.2308249473571777) (3361,1.2128331661224365) (2396,1.2082489728927612) (911,1.1654636859893799) (916,1.1504586935043335) (3072,1.142994999885559) (1394,1.090335726737976) (3552,1.0898303985595703) (3039,1.077950119972229)* (1220,1.0363062620162964) (945,1.0312856435775757)
32: (527,1.4274741411209106) (2997,1.3903001546859741) (1197,1.3891692161560059) (593,1.3871262073516846)* (2396,1.2454057931900024) (2291,1.1542611122131348) (318,1.1540038585662842) (110,1.1398963928222656) (1148,1.1394383907318115) (2571,1.1215275526046753) (265,1.0626330375671387) (296,1.0548611879348755) (912,1.052260398864746) (3481,1.027612566947937) (1196,1.001085638999939) (1617,0.997403085231781) (1249,0.9967665672302246) (2762,0.9920942187309265)* (50,0.9611186981201172) (2692,0.9109086990356445)
33: (1200,2.1682798862457275)* (457,2.155689239501953) (1036,2.0479421615600586) (858,1.7941172122955322)* (527,1.711570382118225) (50,1.6560652256011963) (318,1.5956430435180664)* (1954,1.5698162317276) (2028,1.5630556344985962) (904,1.5444591045379639)* (2664,1.5237404108047485)* (1333,1.5192357301712036)* (1617,1.4813507795333862) (296,1.476330041885376) (1704,1.3553457260131836) (1610,1.319140076637268)* (2000,1.3128349781036377)* (2654,1.2993978261947632) (1196,1.267714023590088)* (2454,1.2552634477615356)
34: (1265,1.8172510862350464) (1777,1.6982333660125732) (2706,1.51353120803833) (2671,1.49785315990448)* (2716,1.4548412561416626)* (1569,1.4012386798858643) (440,1.391819953918457) (3210,1.3569824695587158) (3114,1.2892402410507202) (2724,1.2616010904312134) (3512,1.253361701965332) (2797,1.250211238861084) (1257,1.2491471767425537) (2145,1.2456282377243042)* (2355,1.197568655014038) (527,1.1876306533813477) (3253,1.134933352470398) (1060,1.1345189809799194) (3552,1.0967210531234741) (3526,1.0797191858291626)
35: (912,1.4463602304458618)* (1188,1.3102902173995972) (899,1.2424218654632568)* (898,1.2297829389572144) (2019,1.222470998764038)* (916,1.1690434217453003) (908,1.1387660503387451)* (3201,1.0212551355361938) (1304,1.005020022392273) (900,0.9796462059020996) (1256,0.9712815284729004) (1952,0.9415874481201172) (858,0.9396459460258484) (909,0.91072016954422) (1947,0.9032747745513916) (2997,0.903079628944397) (1244,0.9004390239715576) (3093,0.8882861137390137) (3067,0.8819987177848816) (950,0.8748757243156433)
36: (2028,2.1022379398345947)* (2000,1.717149019241333)* (3578,1.6283761262893677)* (1270,1.557805061340332)* (1370,1.5032975673675537)* (480,1.4945552349090576)* (1265,1.3504772186279297)* (780,1.2979356050491333)* (2353,1.2968974113464355)* (3203,1.2226608991622925) (50,1.1718151569366455) (1242,1.1181446313858032) (2944,1.0999634265899658) (3555,1.0948772430419922) (1127,1.0775914192199707)* (2396,1.069521427154541) (1220,1.0615766048431396) (1573,1.0609549283981323)* (2700,1.0499159097671509)* (39,1.0455809831619263)
37: (39,1.4678661823272705) (1721,1.4249166250228882) (1265,1.3746776580810547) (539,1.370574951171875) (1569,1.1481882333755493)* (1393,1.1331689357757568) (339,1.1262000799179077) (902,1.1246281862258911) (17,1.118167519569397) (2125,1.1146312952041626) (7,1.1014716625213623) (440,1.0897531509399414) (914,1.0439903736114502) (1680,1.0428560972213745) (2424,1.0250660181045532) (919,1.0248963832855225) (838,0.9988012313842773) (11,0.9985907673835754) (1,0.9906578063964844) (2572,0.9825603365898132)
38: (597,2.0331857204437256) (356,1.5476369857788086)* (2424,1.5471105575561523) (11,1.3756442070007324) (2724,1.332930088043213) (7,1.3040390014648438) (1265,1.2789438962936401) (1680,1.202824354171753) (2125,1.0943132638931274) (497,1.0776251554489136) (1784,1.049662470817566) (1888,1.0371323823928833) (2081,1.012779951095581) (605,0.9852523803710938) (222,0.9797341227531433) (440,0.9760078191757202) (500,0.9452804923057556)* (265,0.9397541284561157) (2324,0.9177013039588928)* (34,0.9166649580001831)
39: (2762,2.433466911315918) (2683,2.3916566371917725) (2706,2.199779510498047) (2396,2.054278612136841)* (2355,2.00002121925354)* (2987,1.7391114234924316) (785,1.674183964729309) (3578,1.653859257698059)* (2716,1.6304830312728882)* (2707,1.440125584602356) (3174,1.4161659479141235) (2694,1.4116860628128052) (2712,1.3233357667922974) (913,1.3215566873550415) (2336,1.294979453086853) (3081,1.2450878620147705) (3793,1.241410732269287)* (2908,1.2299540042877197) (1093,1.2288689613342285) (2976,1.1932282447814941)
40: (260,2.17867374420166) (1210,2.0529050827026367) (2028,1.9680453538894653) (527,1.8466718196868896) (1250,1.7534561157226562) (3654,1.707624912261963) (1233,1.6468307971954346) (480,1.6105451583862305) (590,1.5898268222808838) (2662,1.5314701795578003)* (1019,1.515961766242981) (1374,1.513709545135498) (3366,1.4674522876739502) (110,1.3926746845245361) (750,1.3917876482009888)* (2670,1.3785316944122314) (3066,1.3711947202682495) (3836,1.359262466430664) (3628,1.3077422380447388)* (3753,1.282033085823059)
41: (3081,1.4585574865341187) (3623,1.2453550100326538) (3176,0.9703437685966492) (2605,0.9464818239212036) (3578,0.8612467050552368) (2396,0.8567328453063965) (2716,0.8448158502578735) (920,0.835872232913971) (3005,0.770839512348175) (2976,0.7642058730125427) (2336,0.7633801102638245) (3082,0.7500472664833069) (3147,0.7373313903808594) (2683,0.7370744943618774) (2995,0.7189640998840332) (2881,0.6959712505340576) (1717,0.6833827495574951) (1407,0.6825250387191772) (2706,0.6711679100990295) (2617,0.6639775633811951)
42: (1210,3.128164768218994)* (2916,2.157555341720581) (780,1.818068027496338) (2393,1.7538392543792725)* (3699,1.7100213766098022) (2571,1.6876908540725708) (1527,1.596990942955017) (2000,1.5377105474472046) (2528,1.5341789722442627) (1580,1.5014253854751587) (2968,1.467825174331665) (1909,1.4326446056365967) (2288,1.4156250953674316)* (1197,1.402525544166565)* (3033,1.3436918258666992)* (2001,1.2994304895401) (1676,1.2868598699569702) (2716,1.271040439605713) (1653,1.2384275197982788) (2054,1.1971936225891113)
43: (2683,1.7971795797348022) (3408,1.6279460191726685) (2355,1.5940077304840088) (3578,1.385622262954712) (2716,1.246248722076416) (223,1.2252713441848755) (3176,1.2169238328933716) (2694,1.1521501541137695) (2959,1.140228271484375) (2881,1.1169962882995605) (2770,1.106120228767395) (2763,1.0684319734573364) (2688,1.0528734922409058) (2336,1.0155569314956665) (2908,1.0123746395111084) (3005,1.003343105316162) (2572,0.9784036874771118) (3203,0.9476295113563538) (2541,0.9469514489173889) (2433,0.9353655576705933)
44: (1196,2.6841046810150146)* (1291,1.8831719160079956)* (1580,1.728704571723938) (1259,1.6276090145111084) (2628,1.5911505222320557)* (3114,1.5710644721984863) (3175,1.536837100982666) (1214,1.5209949016571045) (2355,1.4601080417633057) (2161,1.4129860401153564) (588,1.3756781816482544) (110,1.3337714672088623) (541,1.3308160305023193) (2797,1.3284778594970703)* (1225,1.3004803657531738) (1376,1.2976444959640503) (2005,1.2954585552215576) (2081,1.2422326803207397) (2657,1.2270807027816772) (3479,1.1940412521362305)
45: (915,1.7898162603378296)* (1307,1.7673943042755127) (2396,1.7135529518127441) (916,1.6463520526885986)* (539,1.6342300176620483) (2424,1.5842680931091309) (933,1.5214470624923706) (1353,1.5145601034164429) (339,1.484468936920166)* (270,1.4697972536087036) (2243,1.4654831886291504) (222,1.4237868785858154) (898,1.4229451417922974) (597,1.4227066040039062) (1269,1.4175803661346436) (932,1.3590869903564453) (1393,1.356619954109192) (7,1.3395289182662964) (356,1.3356767892837524) (838,1.3282921314239502)
46: (1993,5.473445415496826) (1976,5.150667667388916)* (2315,5.09499979019165) (3942,4.79304313659668) (1992,4.74036979675293) (1991,4.568748950958252) (1969,4.409218788146973)* (1986,4.354512691497803)* (3941,3.933370351791382) (1990,3.8795089721679688) (3190,3.805537700653076) (3940,3.7823474407196045) (330,3.4188168048858643) (3409,3.139828681945801) (2719,3.115994691848755) (1995,3.0894153118133545) (1996,3.071131467819214) (1323,3.027825355529785) (2513,2.9905717372894287) (1330,2.929839611053467)
47: (593,1.7604186534881592) (2858,1.6350244283676147) (296,1.6273051500320435) (608,1.5628830194473267) (2028,1.48593270778656) (912,1.2816860675811768) (1225,1.176345944404602) (1704,1.1275054216384888) (2324,1.01740300655365) (1207,1.0165170431137085) (50,0.9414207339286804) (265,0.9393424391746521) (111,0.9309584498405457) (110,0.9196088314056396) (923,0.8975132703781128) (2396,0.8589571714401245) (2997,0.8575980067253113) (919,0.8532177805900574) (260,0.8424235582351685) (1196,0.8310113549232483)
48: (2028,2.6286513805389404)* (527,2.349992513656616)* (858,1.8695180416107178)* (318,1.8522496223449707)* (1097,1.7389376163482666)* (1291,1.5199923515319824)* (1610,1.5005687475204468)* (2628,1.4754011631011963)* (588,1.425214409828186) (1704,1.421037197113037) (1197,1.4008954763412476) (1214,1.392865777015686) (912,1.3668607473373413)* (595,1.2992830276489258) (750,1.2562077045440674) (1213,1.1730691194534302)* (2716,1.1654210090637207) (1265,1.1084179878234863) (590,1.0977576971054077) (1200,1.0963326692581177)
49: (2571,2.3740744590759277) (110,2.099348545074463) (1198,1.7393345832824707) (1240,1.6660021543502808) (260,1.6527382135391235) (1610,1.3457220792770386) (1214,1.3243833780288696) (1233,1.3034855127334595) (3702,1.2987207174301147) (2761,1.267233967781067)* (480,1.2659612894058228)* (2916,1.2505172491073608)* (2355,1.1685792207717896)* (593,1.164400339126587) (3578,1.0936015844345093) (1221,1.0908550024032593) (3418,1.0741831064224243) (296,1.0601623058319092)* (1573,1.0560898780822754) (32,1.0511010885238647)
50: (3753,1.6808109283447266) (3408,1.5001405477523804) (3534,1.377523422241211) (3409,1.2721360921859741) (3173,1.2539937496185303) (3578,1.2326793670654297) (3513,1.1515412330627441) (3481,1.129345417022705) (2572,1.1018502712249756) (3484,1.0317728519439697) (1259,1.0032594203948975) (3510,1.002830982208252) (1035,0.9754102826118469) (3555,0.9625397324562073) (110,0.9609816670417786) (3512,0.95679771900177) (2881,0.9212503433227539) (3916,0.9186855554580688) (144,0.9105921387672424) (3579,0.8973395228385925)
51: (3753,2.9274344444274902) (3578,2.2799887657165527) (2858,2.047775983810425) (3751,1.9768786430358887) (3510,1.911503553390503) (2706,1.8072456121444702) (356,1.7288299798965454) (2572,1.7111281156539917) (3408,1.6911312341690063) (3948,1.6794925928115845) (3594,1.6390535831451416) (3481,1.6182438135147095) (3916,1.548478364944458) (3785,1.5036075115203857)* (3752,1.4493714570999146) (3555,1.4206018447875977) (3882,1.3912078142166138) (3565,1.3586562871932983) (2355,1.273427128791809) (3623,1.2699697017669678)
52: (2028,2.173596143722534)* (1370,1.6101568937301636) (3256,1.5873461961746216) (377,1.3730449676513672) (1917,1.3192403316497803) (1608,1.2707663774490356)* (2023,1.2442727088928223) (165,1.221970558166504)* (292,1.2200546264648438) (2571,1.19302237033844) (2058,1.1902751922607422) (1918,1.1639641523361206) (480,1.1430431604385376) (1527,1.1290844678878784) (3178,1.1151095628738403) (648,1.0924489498138428) (1101,1.0837466716766357) (3418,1.0790672302246094) (2353,1.0759276151657104)* (163,1.0710179805755615)
53: (1197,1.8374069929122925) (32,1.7713119983673096)* (110,1.653090476989746) (1584,1.572317123413086)* (293,1.5584697723388672)* (2692,1.5254918336868286)* (1198,1.5060718059539795) (1097,1.4692522287368774) (1093,1.4624090194702148) (778,1.3297264575958252) (1968,1.3150615692138672)* (3476,1.31451416015625)* (610,1.2844618558883667) (296,1.2773292064666748)* (1258,1.2321490049362183)* (1291,1.2049522399902344) (555,1.1875783205032349) (750,1.1227625608444214) (6,1.1152337789535522) (16,1.0538794994354248)*
54: (1294,2.088181972503662) (3671,1.8645349740982056)* (1276,1.5770938396453857)* (2791,1.4689598083496094)* (910,1.4675382375717163) (1256,1.4016492366790771) (1270,1.3493510484695435) (969,1.3413574695587158) (1394,1.3119616508483887)* (1080,1.2915360927581787) (1197,1.2820801734924316) (2804,1.2745192050933838) (3504,1.271820306777954)* (1307,1.2395023107528687) (1265,1.2186936140060425) (2396,1.2048877477645874) (2174,1.1694457530975342) (2858,1.16046941280365) (2788,1.1453863382339478)* (3114,1.1439040899276733)
